t	fd	fd	fd
1.47039999999985	0.186652487294145	0.674192210119218	0.321367114178486
1.47049999999985	0.186650865126932	0.674225293001192	0.321398747272224
1.47059999999985	0.186649242572609	0.674258369500254	0.321430379624073
1.47069999999985	0.186647619631237	0.674291439615865	0.321462011233959
1.47079999999985	0.186645996302877	0.674324503347485	0.321493642101809
1.47089999999985	0.186644372587589	0.674357560694574	0.32152527222755
1.47099999999985	0.186642748485435	0.674390611656594	0.32155690161111
1.47109999999985	0.186641123996475	0.674423656233006	0.321588530252415
1.47119999999985	0.18663949912077	0.67445669442327	0.321620158151393
1.47129999999985	0.186637873858381	0.674489726226847	0.321651785307969
1.47139999999985	0.186636248209369	0.6745227516432	0.321683411722073
1.47149999999985	0.186634622173794	0.67455577067179	0.321715037393629
1.47159999999985	0.186632995751718	0.674588783312077	0.321746662322566
1.47169999999985	0.1866313689432	0.674621789563525	0.321778286508809
1.47179999999985	0.186629741748302	0.674654789425594	0.321809909952287
1.47189999999985	0.186628114167085	0.674687782897747	0.321841532652926
1.47199999999985	0.186626486199609	0.674720769979446	0.321873154610652
1.47209999999985	0.186624857845935	0.674753750670154	0.321904775825394
1.47219999999985	0.186623229106123	0.674786724969332	0.321936396297076
1.47229999999985	0.186621599980235	0.674819692876443	0.321968016025627
1.47239999999985	0.18661997046833	0.67485265439095	0.321999635010974
1.47249999999985	0.18661834057047	0.674885609512316	0.322031253253042
1.47259999999985	0.186616710286716	0.674918558240003	0.322062870751759
1.47269999999985	0.186615079617126	0.674951500573476	0.322094487507051
1.47279999999985	0.186613448561764	0.674984436512196	0.322126103518846
1.47289999999985	0.186611817120688	0.675017366055627	0.322157718787069
1.47299999999985	0.18661018529396	0.675050289203233	0.322189333311649
1.47309999999985	0.18660855308164	0.675083205954477	0.32222094709251
1.47319999999985	0.186606920483788	0.675116116308823	0.322252560129581
1.47329999999985	0.186605287500466	0.675149020265736	0.322284172422787
1.47339999999985	0.186603654131733	0.675181917824678	0.322315783972056
1.47349999999985	0.186602020377651	0.675214808985114	0.322347394777313
1.47359999999985	0.186600386238279	0.675247693746508	0.322379004838487
1.47369999999985	0.186598751713678	0.675280572108326	0.322410614155502
1.47379999999985	0.186597116803909	0.67531344407003	0.322442222728286
1.47389999999985	0.186595481509032	0.675346309631087	0.322473830556766
1.47399999999985	0.186593845829108	0.67537916879096	0.322505437640867
1.47409999999985	0.186592209764196	0.675412021549116	0.322537043980517
1.47419999999985	0.186590573314358	0.675444867905018	0.322568649575642
1.47429999999985	0.186588936479653	0.675477707858132	0.322600254426168
1.47439999999985	0.186587299260143	0.675510541407924	0.322631858532022
1.47449999999985	0.186585661655887	0.675543368553858	0.32266346189313
1.47459999999985	0.186584023666945	0.675576189295401	0.32269506450942
1.47469999999985	0.186582385293379	0.675609003632019	0.322726666380816
1.47479999999985	0.186580746535249	0.675641811563176	0.322758267507247
1.47489999999985	0.186579107392614	0.67567461308834	0.322789867888637
1.47499999999985	0.186577467865536	0.675707408206976	0.322821467524914
1.47509999999985	0.186575827954073	0.675740196918551	0.322853066416004
1.47519999999985	0.186574187658288	0.675772979222531	0.322884664561833
1.47529999999985	0.186572546978239	0.675805755118383	0.322916261962327
1.47539999999985	0.186570905913987	0.675838524605573	0.322947858617414
1.47549999999985	0.186569264465593	0.675871287683568	0.322979454527018
1.47559999999985	0.186567622633117	0.675904044351836	0.323011049691067
1.47569999999985	0.186565980416618	0.675936794609843	0.323042644109487
1.47579999999985	0.186564337816157	0.675969538457057	0.323074237782204
1.47589999999985	0.186562694831795	0.676002275892944	0.323105830709144
1.47599999999985	0.18656105146359	0.676035006916974	0.323137422890233
1.47609999999985	0.186559407711605	0.676067731528612	0.323169014325399
1.47619999999985	0.186557763575897	0.676100449727327	0.323200605014566
1.47629999999985	0.186556119056529	0.676133161512588	0.323232194957661
1.47639999999985	0.186554474153559	0.676165866883861	0.32326378415461
1.47649999999985	0.186552828867049	0.676198565840616	0.32329537260534
1.47659999999985	0.186551183197057	0.67623125838232	0.323326960309776
1.47669999999985	0.186549537143645	0.676263944508442	0.323358547267845
1.47679999999985	0.186547890706871	0.676296624218451	0.323390133479472
1.47689999999985	0.186546243886797	0.676329297511815	0.323421718944585
1.47699999999985	0.186544596683482	0.676361964388004	0.323453303663108
1.47709999999985	0.186542949096986	0.676394624846485	0.323484887634968
1.47719999999985	0.18654130112737	0.67642727888673	0.323516470860091
1.47729999999985	0.186539652774692	0.676459926508206	0.323548053338403
1.47739999999985	0.186538004039014	0.676492567710384	0.32357963506983
1.47749999999985	0.186536354920395	0.676525202492732	0.323611216054298
1.47759999999985	0.186534705418895	0.676557830854721	0.323642796291732
1.47769999999985	0.186533055534574	0.676590452795821	0.32367437578206
1.47779999999985	0.186531405267492	0.676623068315501	0.323705954525206
1.47789999999985	0.186529754617709	0.676655677413232	0.323737532521097
1.47799999999985	0.186528103585284	0.676688280088483	0.323769109769659
1.47809999999985	0.186526452170278	0.676720876340726	0.323800686270817
1.47819999999985	0.186524800372751	0.67675346616943	0.323832262024498
1.47829999999985	0.186523148192762	0.676786049574067	0.323863837030627
1.47839999999985	0.186521495630371	0.676818626554108	0.323895411289129
1.47849999999985	0.186519842685638	0.676851197109022	0.323926984799932
1.47859999999985	0.186518189358623	0.676883761238282	0.323958557562961
1.47869999999985	0.186516535649385	0.676916318941359	0.323990129578141
1.47879999999985	0.186514881557985	0.676948870217724	0.324021700845398
1.47889999999985	0.186513227084482	0.676981415066849	0.324053271364658
1.47899999999985	0.186511572228936	0.677013953488204	0.324084841135847
1.47909999999985	0.186509916991406	0.677046485481263	0.324116410158891
1.47919999999985	0.186508261371953	0.677079011045497	0.324147978433715
1.47929999999985	0.186506605370636	0.677111530180377	0.324179545960245
1.47939999999985	0.186504948987514	0.677144042885377	0.324211112738406
1.47949999999985	0.186503292222649	0.677176549159969	0.324242678768125
1.47959999999985	0.186501635076098	0.677209049003625	0.324274244049326
1.47969999999985	0.186499977547922	0.677241542415817	0.324305808581936
1.47979999999985	0.18649831963818	0.677274029396019	0.32433737236588
1.47989999999985	0.186496661346933	0.677306509943704	0.324368935401084
1.47999999999985	0.186495002674239	0.677338984058344	0.324400497687474
1.48009999999985	0.186493343620159	0.677371451739413	0.324432059224974
1.48019999999985	0.186491684184751	0.677403912986384	0.32446362001351
1.48029999999985	0.186490024368076	0.67743636779873	0.324495180053009
1.48039999999985	0.186488364170194	0.677468816175926	0.324526739343395
1.48049999999985	0.186486703591162	0.677501258117445	0.324558297884595
1.48059999999985	0.186485042631042	0.67753369362276	0.324589855676532
1.48069999999985	0.186483381289893	0.677566122691346	0.324621412719134
1.48079999999985	0.186481719567773	0.677598545322678	0.324652969012325
1.48089999999985	0.186480057464744	0.677630961516229	0.324684524556031
1.48099999999985	0.186478394980863	0.677663371271473	0.324716079350178
1.48109999999985	0.186476732116191	0.677695774587886	0.32474763339469
1.48119999999985	0.186475068870788	0.677728171464943	0.324779186689493
1.48129999999985	0.186473405244712	0.677760561902117	0.324810739234513
1.48139999999985	0.186471741238023	0.677792945898885	0.324842291029675
1.48149999999985	0.18647007685078	0.677825323454721	0.324873842074903
1.48159999999985	0.186468412083043	0.6778576945691	0.324905392370125
1.48169999999985	0.186466746934872	0.677890059241499	0.324936941915264
1.48179999999985	0.186465081406324	0.677922417471392	0.324968490710246
1.48189999999985	0.186463415497461	0.677954769258256	0.325000038754997
1.48199999999985	0.186461749208342	0.677987114601566	0.325031586049441
1.48209999999985	0.186460082539025	0.678019453500798	0.325063132593505
1.48219999999985	0.18645841548957	0.678051785955429	0.325094678387112
1.48229999999985	0.186456748060036	0.678084111964934	0.325126223430189
1.48239999999985	0.186455080250483	0.678116431528791	0.325157767722661
1.48249999999985	0.186453412060969	0.678148744646476	0.325189311264452
1.48259999999985	0.186451743491555	0.678181051317465	0.325220854055488
1.48269999999985	0.186450074542299	0.678213351541236	0.325252396095695
1.48279999999985	0.186448405213261	0.678245645317265	0.325283937384996
1.48289999999985	0.1864467355045	0.678277932645029	0.325315477923318
1.48299999999985	0.186445065416075	0.678310213524007	0.325347017710586
1.48309999999985	0.186443394948045	0.678342487953675	0.325378556746724
1.48319999999985	0.18644172410047	0.678374755933511	0.325410095031658
1.48329999999985	0.186440052873409	0.678407017462993	0.325441632565312
1.48339999999985	0.18643838126692	0.678439272541599	0.325473169347612
1.48349999999985	0.186436709281063	0.678471521168806	0.325504705378483
1.48359999999985	0.186435036915898	0.678503763344093	0.32553624065785
1.48369999999985	0.186433364171483	0.678535999066938	0.325567775185638
1.48379999999985	0.186431691047877	0.678568228336819	0.325599308961771
1.48389999999985	0.18643001754514	0.678600451153216	0.325630841986175
1.48399999999985	0.18642834366333	0.678632667515606	0.325662374258775
1.48409999999985	0.186426669402507	0.678664877423469	0.325693905779495
1.48419999999985	0.18642499476273	0.678697080876284	0.325725436548261
1.48429999999985	0.186423319744057	0.67872927787353	0.325756966564998
1.48439999999985	0.186421644346549	0.678761468414687	0.325788495829629
1.48449999999985	0.186419968570263	0.678793652499233	0.325820024342081
1.48459999999985	0.186418292415259	0.678825830126648	0.325851552102278
1.48469999999985	0.186416615881596	0.678858001296413	0.325883079110145
1.48479999999985	0.186414938969332	0.678890166008007	0.325914605365607
1.48489999999985	0.186413261678528	0.678922324260909	0.325946130868588
1.48499999999985	0.186411584009241	0.678954476054601	0.325977655619014
1.48509999999985	0.186409905961531	0.678986621388563	0.326009179616808
1.48519999999985	0.186408227535456	0.679018760262274	0.326040702861897
1.48529999999985	0.186406548731076	0.679050892675217	0.326072225354204
1.48539999999985	0.18640486954845	0.67908301862687	0.326103747093654
1.48549999999985	0.186403189987636	0.679115138116716	0.326135268080172
1.48559999999985	0.186401510048692	0.679147251144235	0.326166788313683
1.48569999999985	0.186399829731679	0.679179357708909	0.326198307794112
1.48579999999985	0.186398149036655	0.679211457810219	0.326229826521383
1.48589999999985	0.186396467963679	0.679243551447646	0.32626134449542
1.48599999999985	0.186394786512809	0.679275638620673	0.326292861716149
1.48609999999985	0.186393104684105	0.67930771932878	0.326324378183494
1.48619999999985	0.186391422477624	0.67933979357145	0.326355893897379
1.48629999999985	0.186389739893427	0.679371861348165	0.32638740885773
1.48639999999985	0.186388056931571	0.679403922658407	0.32641892306447
1.48649999999985	0.186386373592116	0.679435977501659	0.326450436517525
1.48659999999985	0.18638468987512	0.679468025877402	0.326481949216818
1.48669999999985	0.186383005780642	0.67950006778512	0.326513461162275
1.48679999999985	0.186381321308741	0.679532103224295	0.32654497235382
1.48689999999985	0.186379636459475	0.679564132194411	0.326576482791377
1.48699999999985	0.186377951232903	0.679596154694951	0.326607992474871
1.48709999999985	0.186376265629084	0.679628170725397	0.326639501404226
1.48719999999985	0.186374579648076	0.679660180285233	0.326671009579367
1.48729999999985	0.186372893289939	0.679692183373943	0.326702517000218
1.48739999999985	0.18637120655473	0.67972417999101	0.326734023666704
1.48749999999985	0.186369519442508	0.679756170135919	0.326765529578749
1.48759999999985	0.186367831953333	0.679788153808153	0.326797034736278
1.48769999999985	0.186366144087262	0.679820131007196	0.326828539139214
1.48779999999985	0.186364455844354	0.679852101732532	0.326860042787482
1.48789999999985	0.186362767224667	0.679884065983647	0.326891545681007
1.48799999999985	0.186361078228261	0.679916023760024	0.326923047819712
1.48809999999985	0.186359388855194	0.679947975061149	0.326954549203523
1.48819999999985	0.186357699105524	0.679979919886506	0.326986049832362
1.48829999999985	0.18635600897931	0.68001185823558	0.327017549706156
1.48839999999985	0.186354318476611	0.680043790107856	0.327049048824828
1.48849999999985	0.186352627597484	0.68007571550282	0.327080547188301
1.48859999999985	0.186350936341989	0.680107634419957	0.327112044796501
1.48869999999985	0.186349244710183	0.680139546858754	0.327143541649352
1.48879999999985	0.186347552702126	0.680171452818694	0.327175037746777
1.48889999999985	0.186345860317876	0.680203352299265	0.327206533088701
1.48899999999985	0.18634416755749	0.680235245299952	0.327238027675049
1.48909999999985	0.186342474421028	0.680267131820242	0.327269521505744
1.48919999999985	0.186340780908548	0.680299011859622	0.32730101458071
1.48929999999985	0.186339087020109	0.680330885417576	0.327332506899871
1.48939999999985	0.186337392755768	0.680362752493593	0.327363998463153
1.48949999999985	0.186335698115585	0.680394613087159	0.327395489270478
1.48959999999985	0.186334003099616	0.680426467197761	0.327426979321771
1.48969999999985	0.186332307707922	0.680458314824886	0.327458468616955
1.48979999999985	0.18633061194056	0.680490155968021	0.327489957155956
1.48989999999985	0.186328915797588	0.680521990626654	0.327521444938697
1.48999999999985	0.186327219279065	0.680553818800272	0.327552931965101
1.49009999999985	0.186325522385049	0.680585640488363	0.327584418235093
1.49019999999985	0.186323825115598	0.680617455690415	0.327615903748598
1.49029999999985	0.186322127470771	0.680649264405915	0.327647388505538
1.49039999999985	0.186320429450625	0.680681066634353	0.327678872505838
1.49049999999985	0.18631873105522	0.680712862375215	0.327710355749422
1.49059999999985	0.186317032284613	0.680744651627992	0.327741838236213
1.49069999999985	0.186315333138862	0.68077643439217	0.327773319966136
1.49079999999985	0.186313633618026	0.68080821066724	0.327804800939114
1.49089999999985	0.186311933722163	0.68083998045269	0.327836281155072
1.49099999999985	0.186310233451331	0.680871743748008	0.327867760613933
1.49109999999985	0.186308532805588	0.680903500552685	0.327899239315621
1.49119999999985	0.186306831784992	0.680935250866209	0.32793071726006
1.49129999999985	0.186305130389602	0.68096699468807	0.327962194447173
1.49139999999985	0.186303428619475	0.680998732017758	0.327993670876885
1.49149999999985	0.18630172647467	0.681030462854763	0.328025146549119
1.49159999999985	0.186300023955245	0.681062187198573	0.328056621463799
1.49169999999985	0.186298321061257	0.681093905048681	0.328088095620848
1.49179999999985	0.186296617792766	0.681125616404575	0.328119569020192
1.49189999999985	0.186294914149828	0.681157321265746	0.328151041661752
1.49199999999985	0.186293210132503	0.681189019631685	0.328182513545453
1.49209999999985	0.186291505740847	0.681220711501882	0.328213984671219
1.49219999999985	0.18628980097492	0.681252396875829	0.328245455038973
1.49229999999985	0.186288095834778	0.681284075753016	0.328276924648639
1.49239999999985	0.186286390320481	0.681315748132935	0.32830839350014
1.49249999999985	0.186284684432086	0.681347414015076	0.3283398615934
1.49259999999985	0.18628297816965	0.681379073398932	0.328371328928344
1.49269999999985	0.186281271533233	0.681410726283994	0.328402795504893
1.49279999999985	0.186279564522891	0.681442372669753	0.328434261322972
1.49289999999985	0.186277857138683	0.681474012555702	0.328465726382505
1.49299999999985	0.186276149380667	0.681505645941332	0.328497190683415
1.49309999999985	0.186274441248901	0.681537272826137	0.328528654225626
1.49319999999985	0.186272732743442	0.681568893209608	0.32856011700906
1.49329999999985	0.186271023864348	0.681600507091238	0.328591579033642
1.49339999999985	0.186269314611677	0.681632114470519	0.328623040299295
1.49349999999985	0.186267604985488	0.681663715346944	0.328654500805943
1.49359999999985	0.186265894985837	0.681695309720007	0.328685960553508
1.49369999999985	0.186264184612784	0.681726897589201	0.328717419541915
1.49379999999985	0.186262473866384	0.681758478954018	0.328748877771087
1.49389999999985	0.186260762746697	0.681790053813953	0.328780335240947
1.49399999999985	0.186259051253781	0.681821622168498	0.328811791951419
1.49409999999985	0.186257339387691	0.681853184017148	0.328843247902425
1.49419999999985	0.186255627148488	0.681884739359397	0.32887470309389
1.49429999999985	0.186253914536228	0.681916288194738	0.328906157525736
1.49439999999985	0.186252201550969	0.681947830522667	0.328937611197888
1.49449999999985	0.186250488192769	0.681979366342676	0.328969064110268
1.49459999999985	0.186248774461686	0.682010895654261	0.3290005162628
1.49469999999985	0.186247060357776	0.682042418456917	0.329031967655406
1.49479999999985	0.186245345881099	0.682073934750138	0.329063418288011
1.49489999999985	0.186243631031711	0.68210544453342	0.329094868160537
1.49499999999985	0.18624191580967	0.682136947806256	0.329126317272908
1.49509999999985	0.186240200215035	0.682168444568144	0.329157765625046
1.49519999999985	0.186238484247861	0.682199934818578	0.329189213216876
1.49529999999985	0.186236767908208	0.682231418557053	0.32922066004832
1.49539999999985	0.186235051196133	0.682262895783067	0.329252106119302
1.49549999999985	0.186233334111693	0.682294366496114	0.329283551429744
1.49559999999985	0.186231616654945	0.68232583069569	0.32931499597957
1.49569999999985	0.186229898825949	0.682357288381292	0.329346439768702
1.49579999999985	0.18622818062476	0.682388739552417	0.329377882797065
1.49589999999985	0.186226462051437	0.68242018420856	0.329409325064581
1.49599999999985	0.186224743106036	0.682451622349219	0.329440766571173
1.49609999999985	0.186223023788617	0.68248305397389	0.329472207316765
1.49619999999985	0.186221304099235	0.68251447908207	0.329503647301279
1.49629999999985	0.186219584037949	0.682545897673257	0.329535086524638
1.49639999999985	0.186217863604817	0.682577309746948	0.329566524986765
1.49649999999985	0.186216142799894	0.68260871530264	0.329597962687584
1.49659999999985	0.18621442162324	0.682640114339831	0.329629399627017
1.49669999999985	0.186212700074911	0.682671506858018	0.329660835804988
1.49679999999985	0.186210978154965	0.682702892856701	0.329692271221419
1.49689999999985	0.186209255863459	0.682734272335376	0.329723705876233
1.49699999999985	0.18620753320045	0.682765645293542	0.329755139769354
1.49709999999985	0.186205810165997	0.682797011730697	0.329786572900703
1.49719999999985	0.186204086760156	0.682828371646341	0.329818005270205
1.49729999999985	0.186202362982985	0.682859725039971	0.329849436877781
1.49739999999985	0.186200638834541	0.682891071911087	0.329880867723355
1.49749999999985	0.186198914314882	0.682922412259188	0.32991229780685
1.49759999999985	0.186197189424064	0.682953746083772	0.329943727128188
1.49769999999985	0.186195464162145	0.68298507338434	0.329975155687293
1.49779999999985	0.186193738529183	0.683016394160391	0.330006583484086
1.49789999999985	0.186192012525234	0.683047708411424	0.330038010518492
1.49799999999985	0.186190286150357	0.683079016136939	0.330069436790432
1.49809999999985	0.186188559404607	0.683110317336436	0.33010086229983
1.49819999999985	0.186186832288043	0.683141612009416	0.330132287046608
1.49829999999985	0.186185104800722	0.683172900155379	0.330163711030688
1.49839999999985	0.1861833769427	0.683204181773824	0.330195134251995
1.49849999999985	0.186181648714036	0.683235456864254	0.330226556710449
1.49859999999985	0.186179920114786	0.683266725426168	0.330257978405975
1.49869999999985	0.186178191145007	0.683297987459067	0.330289399338494
1.49879999999985	0.186176461804757	0.683329242962453	0.33032081950793
1.49889999999985	0.186174732094093	0.683360491935826	0.330352238914205
1.49899999999985	0.186173002013072	0.683391734378689	0.330383657557241
1.49909999999985	0.186171271561751	0.683422970290543	0.330415075436962
1.49919999999985	0.186169540740188	0.683454199670889	0.330446492553289
1.49929999999985	0.186167809548438	0.68348542251923	0.330477908906146
1.49939999999985	0.18616607798656	0.683516638835067	0.330509324495455
1.49949999999985	0.186164346054611	0.683547848617902	0.330540739321138
1.49959999999985	0.186162613752647	0.683579051867239	0.330572153383118
1.49969999999985	0.186160881080726	0.683610248582579	0.330603566681318
1.49979999999985	0.186159148038904	0.683641438763425	0.33063497921566
1.49989999999985	0.186157414627239	0.68367262240928	0.330666390986066
1.49999999999985	0.186155680845788	0.683703799519647	0.33069780199246
1.50009999999985	0.186153946694608	0.68373497009403	0.330729212234763
1.50019999999985	0.186152212173755	0.683766134131931	0.330760621712898
1.50029999999985	0.186150477283287	0.683797291632853	0.330792030426787
1.50039999999985	0.186148742023261	0.683828442596302	0.330823438376353
1.50049999999985	0.186147006393734	0.68385958702178	0.330854845561519
1.50059999999985	0.186145270394762	0.683890724908791	0.330886251982206
1.50069999999985	0.186143534026402	0.683921856256839	0.330917657638336
1.50079999999985	0.186141797288712	0.68395298106543	0.330949062529834
1.50089999999985	0.186140060181749	0.683984099334066	0.330980466656619
1.50099999999985	0.186138322705569	0.684015211062253	0.331011870018616
1.50109999999985	0.186136584860228	0.684046316249496	0.331043272615746
1.50119999999985	0.186134846645785	0.684077414895299	0.331074674447931
1.50129999999985	0.186133108062296	0.684108506999168	0.331106075515095
1.50139999999985	0.186131369109817	0.684139592560607	0.331137475817158
1.50149999999985	0.186129629788406	0.684170671579123	0.331168875354044
1.50159999999985	0.186127890098119	0.68420174405422	0.331200274125674
1.50169999999985	0.186126150039014	0.684232809985405	0.331231672131971
1.50179999999985	0.186124409611146	0.684263869372183	0.331263069372857
1.50189999999985	0.186122668814573	0.68429492221406	0.331294465848254
1.50199999999985	0.186120927649352	0.684325968510543	0.331325861558085
1.50209999999985	0.186119186115539	0.684357008261138	0.331357256502271
1.50219999999985	0.186117444213191	0.684388041465351	0.331388650680734
1.50229999999985	0.186115701942364	0.684419068122689	0.331420044093398
1.50239999999985	0.186113959303116	0.68445008823266	0.331451436740183
1.50249999999985	0.186112216295504	0.684481101794769	0.331482828621013
1.50259999999985	0.186110472919583	0.684512108808524	0.331514219735808
1.50269999999985	0.18610872917541	0.684543109273433	0.331545610084491
1.50279999999985	0.186106985063043	0.684574103189003	0.331576999666985
1.50289999999985	0.186105240582538	0.684605090554742	0.331608388483211
1.50299999999985	0.186103495733951	0.684636071370157	0.331639776533091
1.50309999999985	0.18610175051734	0.684667045634757	0.331671163816547
1.50319999999985	0.18610000493276	0.684698013348049	0.331702550333502
1.50329999999985	0.186098258980268	0.684728974509542	0.331733936083877
1.50339999999985	0.186096512659922	0.684759929118745	0.331765321067594
1.50349999999985	0.186094765971777	0.684790877175165	0.331796705284575
1.50359999999985	0.18609301891589	0.684821818678312	0.331828088734742
1.50369999999985	0.186091271492318	0.684852753627696	0.331859471418017
1.50379999999985	0.186089523701117	0.684883682022824	0.331890853334322
1.50389999999985	0.186087775542344	0.684914603863206	0.331922234483579
1.50399999999985	0.186086027016055	0.684945519148352	0.331953614865709
1.50409999999985	0.186084278122307	0.684976427877771	0.331984994480635
1.50419999999985	0.186082528861156	0.685007330050973	0.332016373328278
1.50429999999985	0.186080779232659	0.685038225667469	0.33204775140856
1.50439999999985	0.186079029236872	0.685069114726767	0.332079128721403
1.50449999999985	0.186077278873852	0.685099997228379	0.332110505266729
1.50459999999985	0.186075528143655	0.685130873171814	0.33214188104446
1.50469999999985	0.186073777046337	0.685161742556584	0.332173256054516
1.50479999999985	0.186072025581956	0.685192605382199	0.332204630296821
1.50489999999985	0.186070273750567	0.685223461648171	0.332236003771296
1.50499999999985	0.186068521552226	0.685254311354009	0.332267376477862
1.50509999999985	0.186066768986991	0.685285154499226	0.332298748416441
1.50519999999985	0.186065016054917	0.685315991083332	0.332330119586955
1.50529999999985	0.186063262756062	0.68534682110584	0.332361489989326
1.50539999999985	0.18606150909048	0.685377644566262	0.332392859623475
1.50549999999985	0.186059755058229	0.685408461464108	0.332424228489324
1.50559999999985	0.186058000659365	0.685439271798892	0.332455596586794
1.50569999999985	0.186056245893945	0.685470075570125	0.332486963915808
1.50579999999985	0.186054490762023	0.68550087277732	0.332518330476286
1.50589999999985	0.186052735263658	0.685531663419989	0.332549696268151
1.50599999999985	0.186050979398905	0.685562447497645	0.332581061291323
1.50609999999985	0.186049223167819	0.685593225009802	0.332612425545725
1.50619999999985	0.186047466570459	0.685623995955971	0.332643789031278
1.50629999999985	0.186045709606879	0.685654760335667	0.332675151747903
1.50639999999985	0.186043952277137	0.685685518148403	0.332706513695523
1.50649999999985	0.186042194581287	0.685716269393692	0.332737874874057
1.50659999999985	0.186040436519387	0.685747014071048	0.332769235283429
1.50669999999985	0.186038678091493	0.685777752179985	0.33280059492356
1.50679999999985	0.18603691929766	0.685808483720017	0.33283195379437
1.50689999999985	0.186035160137946	0.685839208690658	0.332863311895782
1.50699999999985	0.186033400612405	0.685869927091423	0.332894669227716
1.50709999999985	0.186031640721095	0.685900638921826	0.332926025790095
1.50719999999985	0.186029880464071	0.685931344181382	0.332957381582839
1.50729999999985	0.18602811984139	0.685962042869606	0.33298873660587
1.50739999999985	0.186026358853107	0.685992734986013	0.33302009085911
1.50749999999985	0.186024597499279	0.686023420530118	0.333051444342479
1.50759999999985	0.186022835779961	0.686054099501436	0.333082797055899
1.50769999999985	0.186021073695211	0.686084771899484	0.333114148999291
1.50779999999985	0.186019311245083	0.686115437723776	0.333145500172577
1.50789999999985	0.186017548429634	0.686146096973829	0.333176850575678
1.50799999999985	0.18601578524892	0.686176749649159	0.333208200208515
1.50809999999985	0.186014021702997	0.686207395749282	0.33323954907101
1.50819999999985	0.186012257791921	0.686238035273715	0.333270897163083
1.50829999999985	0.186010493515748	0.686268668221973	0.333302244484656
1.50839999999985	0.186008728874534	0.686299294593574	0.333333591035651
1.50849999999985	0.186006963868335	0.686329914388035	0.333364936815987
1.50859999999985	0.186005198497206	0.686360527604873	0.333396281825587
1.50869999999985	0.186003432761204	0.686391134243604	0.333427626064372
1.50879999999985	0.186001666660385	0.686421734303747	0.333458969532263
1.50889999999985	0.185999900194805	0.686452327784819	0.333490312229181
1.50899999999985	0.185998133364519	0.686482914686338	0.333521654155046
1.50909999999985	0.185996366169583	0.686513495007821	0.333552995309781
1.50919999999985	0.185994598610054	0.686544068748787	0.333584335693306
1.50929999999985	0.185992830685987	0.686574635908753	0.333615675305543
1.50939999999985	0.185991062397438	0.68660519648724	0.333647014146412
1.50949999999985	0.185989293744462	0.686635750483764	0.333678352215835
1.50959999999985	0.185987524727117	0.686666297897845	0.333709689513732
1.50969999999985	0.185985755345457	0.686696838729001	0.333741026040024
1.50979999999985	0.185983985599538	0.686727372976752	0.333772361794634
1.50989999999985	0.185982215489416	0.686757900640618	0.33380369677748
1.50999999999985	0.185980445015147	0.686788421720116	0.333835030988486
1.51009999999985	0.185978674176787	0.686818936214768	0.333866364427571
1.51019999999985	0.185976902974391	0.686849444124093	0.333897697094656
1.51029999999985	0.185975131408015	0.68687994544761	0.333929028989662
1.51039999999985	0.185973359477715	0.68691044018484	0.333960360112511
1.51049999999985	0.185971587183547	0.686940928335304	0.333991690463123
1.51059999999985	0.185969814525566	0.686971409898521	0.334023020041419
1.51069999999985	0.185968041503828	0.687001884874012	0.33405434884732
1.51079999999985	0.185966268118389	0.687032353261298	0.334085676880747
1.51089999999985	0.185964494369304	0.687062815059901	0.334117004141621
1.51099999999985	0.185962720256629	0.68709327026934	0.334148330629862
1.51109999999985	0.18596094578042	0.687123718889138	0.334179656345391
1.51119999999985	0.185959170940732	0.687154160918816	0.33421098128813
1.51129999999985	0.185957395737621	0.687184596357895	0.334242305457998
1.51139999999985	0.185955620171142	0.687215025205898	0.334273628854917
1.51149999999985	0.185953844241352	0.687245447462346	0.334304951478808
1.51159999999985	0.185952067948305	0.687275863126762	0.33433627332959
1.51169999999985	0.185950291292058	0.687306272198667	0.334367594407186
1.51179999999985	0.185948514272666	0.687336674677585	0.334398914711515
1.51189999999985	0.185946736890183	0.687367070563038	0.334430234242498
1.51199999999985	0.185944959144667	0.687397459854549	0.334461553000056
1.51209999999985	0.185943181036173	0.687427842551641	0.33449287098411
1.51219999999985	0.185941402564755	0.687458218653837	0.33452418819458
1.51229999999985	0.18593962373047	0.68748858816066	0.334555504631387
1.51239999999985	0.185937844533372	0.687518951071634	0.334586820294452
1.51249999999985	0.185936064973518	0.687549307386283	0.334618135183694
1.51259999999985	0.185934285050963	0.687579657104131	0.334649449299036
1.51269999999985	0.185932504765763	0.687610000224701	0.334680762640397
1.51279999999985	0.185930724117972	0.687640336747518	0.334712075207697
1.51289999999985	0.185928943107647	0.687670666672106	0.334743387000859
1.51299999999985	0.185927161734842	0.68770098999799	0.334774698019801
1.51309999999985	0.185925379999613	0.687731306724695	0.334806008264444
1.51319999999985	0.185923597902016	0.687761616851745	0.33483731773471
1.51329999999985	0.185921815442105	0.687791920378665	0.334868626430518
1.51339999999985	0.185920032619937	0.687822217304981	0.334899934351789
1.51349999999985	0.185918249435566	0.687852507630219	0.334931241498443
1.51359999999985	0.185916465889048	0.687882791353903	0.334962547870402
1.51369999999985	0.185914681980439	0.68791306847556	0.334993853467584
1.51379999999985	0.185912897709793	0.687943338994715	0.335025158289912
1.51389999999985	0.185911113077166	0.687973602910895	0.335056462337304
1.51399999999985	0.185909328082613	0.688003860223626	0.335087765609682
