t	fd	fd	fd
0.189199999999995	0.0332398845283595	0.000182284414267494	1.83310526589539E-07
0.189299999999995	0.0333093466334088	0.000183289472669855	1.84326117557168E-07
0.189399999999995	0.0333788255146854	0.000184299541441016	1.85346823385844E-07
0.189499999999995	0.0334483209501502	0.00018531464279428	1.8637266728624E-07
0.189599999999995	0.0335178327185611	0.000186334799027706	1.87403672562893E-07
0.189699999999995	0.0335873605994723	0.000187360032524375	1.88439862614546E-07
0.189799999999995	0.0336569043732342	0.000188390365752635	1.89481260934477E-07
0.189899999999995	0.0337264638209919	0.000189425821266365	1.90527891110834E-07
0.189999999999995	0.0337960387246851	0.000190466421705227	1.9157977682698E-07
0.190099999999995	0.0338656288670473	0.000191512189794921	1.92636941861818E-07
0.190199999999995	0.0339352340316049	0.000192563148347448	1.93699410090144E-07
0.190299999999995	0.0340048540026767	0.000193619320261358	1.94767205482976E-07
0.190399999999995	0.0340744885653728	0.000194680728522015	1.958403521079E-07
0.190499999999995	0.0341441375055941	0.000195747396201854	1.96918874129412E-07
0.190599999999995	0.0342138006100312	0.000196819346460634	1.9800279580926E-07
0.190699999999995	0.034283477666164	0.000197896602545703	1.99092141506785E-07
0.190799999999995	0.0343531684622601	0.000198979187792253	2.00186935679276E-07
0.190899999999995	0.0344228727873747	0.000200067125623581	2.01287202882308E-07
0.190999999999995	0.0344925904313491	0.000201160439551349	2.02392967770089E-07
0.191099999999995	0.0345623211848102	0.000202259153175841	2.03504255095813E-07
0.191199999999995	0.0346320648391692	0.000203363290186229	2.04621089712006E-07
0.191299999999995	0.0347018211866208	0.000204472874360829	2.05743496570881E-07
0.191399999999995	0.0347715900201422	0.000205587929567362	2.06871500724681E-07
0.191499999999995	0.034841371133492	0.000206708479763219	2.08005127326043E-07
0.191599999999995	0.0349111643212093	0.000207834548995721	2.09144401628342E-07
0.191699999999995	0.0349809693786126	0.000208966161402381	2.10289348986049E-07
0.191799999999995	0.0350507861017985	0.000210103341211165	2.11439994855093E-07
0.191899999999995	0.0351206142876411	0.000211246112740757	2.12596364793208E-07
0.191999999999995	0.0351904537337903	0.000212394500400822	2.13758484460297E-07
0.192099999999995	0.0352603042386713	0.000213548528692268	2.1492637961879E-07
0.192199999999995	0.0353301656014828	0.000214708222207511	2.16100076134004E-07
0.192299999999995	0.0354000376221964	0.000215873605630739	2.17279599974504E-07
0.192399999999995	0.0354699201015551	0.000217044703738177	2.18464977212469E-07
0.192499999999995	0.035539812841072	0.000218221541398347	2.19656234024049E-07
0.192599999999995	0.0356097156430296	0.000219404143572342	2.20853396689734E-07
0.192699999999995	0.0356796283104779	0.000220592535314083	2.22056491594719E-07
0.192799999999995	0.0357495506472336	0.000221786741770589	2.23265545229276E-07
0.192899999999995	0.0358194824578789	0.000222986788182242	2.24480584189107E-07
0.192999999999995	0.0358894235477597	0.000224192699883053	2.25701635175731E-07
0.193099999999995	0.0359593737229848	0.00022540450230093	2.26928724996843E-07
0.193199999999995	0.0360293327904244	0.000226622220957941	2.28161880566692E-07
0.193299999999995	0.0360993005577089	0.000227845881470586	2.29401128906444E-07
0.193399999999995	0.0361692768332271	0.000229075509550062	2.30646497144566E-07
0.193499999999995	0.0362392614261255	0.000230311131002531	2.31898012517196E-07
0.193599999999995	0.0363092541463066	0.000231552771729388	2.33155702368519E-07
0.193699999999995	0.0363792548044272	0.000232800457727528	2.34419594151143E-07
0.193799999999995	0.0364492632118978	0.000234054215089618	2.35689715426478E-07
0.193899999999995	0.0365192791808802	0.000235314070004363	2.36966093865116E-07
0.193999999999995	0.0365893025242869	0.000236580048756775	2.38248757247216E-07
0.194099999999995	0.0366593330557791	0.000237852177728445	2.39537733462874E-07
0.194199999999995	0.0367293705897658	0.000239130483397809	2.40833050512513E-07
0.194299999999995	0.0367994149414016	0.000240414992340422	2.42134736507268E-07
0.194399999999995	0.0368694659265859	0.000241705731229224	2.43442819669369E-07
0.194499999999995	0.0369395233619609	0.000243002726834814	2.4475732833253E-07
0.194599999999995	0.0370095870649105	0.000244306006025717	2.46078290942327E-07
0.194699999999995	0.0370796568535585	0.00024561559576866	2.474057360566E-07
0.194799999999995	0.0371497325467671	0.000246931523128837	2.48739692345831E-07
0.194899999999995	0.0372198139641355	0.000248253815270186	2.50080188593542E-07
0.194999999999995	0.0372899009259982	0.000249582499455656	2.51427253696683E-07
0.195099999999995	0.0373599932534236	0.000250917603047483	2.52780916666029E-07
0.195199999999995	0.0374300907682121	0.000252259153507458	2.5414120662657E-07
0.195299999999995	0.0375001932928949	0.000253607178397203	2.55508152817912E-07
0.195399999999995	0.0375703006507322	0.000254961705378442	2.56881784594665E-07
0.195499999999995	0.0376404126657114	0.000256322762213272	2.58262131426851E-07
0.195599999999995	0.0377105291625461	0.000257690376764439	2.59649222900301E-07
0.195699999999995	0.0377806499666738	0.000259064576995608	2.61043088717043E-07
0.195799999999995	0.0378507749042543	0.00026044539097164	2.62443758695725E-07
0.195899999999995	0.0379209038021688	0.000261832846858862	2.63851262771995E-07
0.195999999999995	0.0379910364880173	0.000263226972925344	2.65265630998923E-07
0.196099999999995	0.0380611727901174	0.000264627797541169	2.66686893547399E-07
0.196199999999995	0.0381313125375028	0.000266035349178712	2.68115080706537E-07
0.196299999999995	0.038201455559921	0.000267449656412909	2.69550222884082E-07
0.196399999999995	0.0382716016878323	0.000268870747921536	2.70992350606827E-07
0.196499999999995	0.0383417507524076	0.00027029865248548	2.72441494521018E-07
0.196599999999995	0.0384119025855269	0.000271733398989019	2.73897685392758E-07
0.196699999999995	0.0384820570197776	0.000273175016420089	2.75360954108431E-07
0.196799999999995	0.0385522138884525	0.000274623533870568	2.76831331675112E-07
0.196899999999995	0.0386223730255486	0.000276078980536544	2.78308849220977E-07
0.196999999999995	0.0386925342657648	0.000277541385718594	2.79793537995723E-07
0.197099999999995	0.0387626974445004	0.000279010778822062	2.81285429370989E-07
0.197199999999995	0.0388328623978534	0.000280487189357327	2.82784554840769E-07
0.197299999999995	0.0389030289626184	0.000281970646940088	2.84290946021829E-07
0.197399999999995	0.0389731969762855	0.000283461181291632	2.85804634654138E-07
0.197499999999995	0.0390433662770376	0.000284958822239118	2.87325652601284E-07
0.197599999999995	0.0391135367037495	0.000286463599715845	2.88854031850895E-07
0.197699999999995	0.0391837080959856	0.000287975543761536	2.90389804515069E-07
0.197799999999995	0.039253880293998	0.000289494684522608	2.91933002830799E-07
0.197899999999995	0.0393240531387252	0.000291021052252454	2.93483659160401E-07
0.197999999999995	0.0393942264717898	0.000292554677311715	2.95041805991938E-07
0.198099999999995	0.0394644001354969	0.000294095590168562	2.96607475939658E-07
0.198199999999994	0.0395345739728323	0.000295643821398968	2.98180701744412E-07
0.198299999999994	0.0396047478274606	0.000297199401686986	2.99761516274103E-07
0.198399999999994	0.0396749215437234	0.00029876236182503	3.01349952524108E-07
0.198499999999994	0.0397450949666372	0.000300332732714148	3.02946043617714E-07
0.198599999999994	0.0398152679418922	0.000301910545364299	3.04549822806562E-07
0.198699999999994	0.0398854403158497	0.000303495830894634	3.06161323471074E-07
0.198799999999994	0.0399556119355408	0.000305088620533769	3.077805791209E-07
0.198899999999994	0.0400257826486642	0.000306688945620067	3.09407623395355E-07
0.198999999999994	0.0400959523035845	0.000308296837601912	3.11042490063859E-07
0.199099999999994	0.0401661207493302	0.000309912328037986	3.12685213026382E-07
0.199199999999994	0.0402362878355922	0.00031153544859755	3.14335826313889E-07
0.199299999999994	0.0403064534127213	0.000313166231060719	3.15994364088779E-07
0.199399999999994	0.0403766173317269	0.000314804707318742	3.17660860645343E-07
0.199499999999994	0.0404467794442746	0.000316450909374274	3.19335350410202E-07
0.199599999999994	0.040516939602685	0.000318104869341663	3.21017867942758E-07
0.199699999999994	0.0405870976599309	0.000319766619447217	3.22708447935647E-07
0.199799999999994	0.0406572534696362	0.000321436192029492	3.24407125215192E-07
0.199899999999994	0.0407274068860738	0.000323113619539562	3.26113934741852E-07
0.199999999999994	0.0407975577641631	0.0003247989345413	3.27828911610681E-07
0.200099999999994	0.0408677059594692	0.000326492169711655	3.2955209105178E-07
0.200199999999994	0.0409378513281999	0.000328193357840931	3.31283508430757E-07
0.200299999999994	0.0410079937272044	0.000329902531833062	3.33023199249185E-07
0.200399999999994	0.0410781330139714	0.000331619724705892	3.34771199145063E-07
0.200499999999994	0.0411482690466268	0.000333344969591453	3.36527543893272E-07
0.200599999999994	0.0412184016839323	0.000335078299736239	3.38292269406044E-07
0.200699999999994	0.0412885307852828	0.000336819748501488	3.40065411733423E-07
0.200799999999994	0.0413586562107051	0.000338569349363455	3.41847007063733E-07
0.200899999999994	0.0414287778208558	0.000340327135913695	3.4363709172404E-07
0.200999999999994	0.0414988954770193	0.000342093141859335	3.45435702180621E-07
0.201099999999994	0.0415690090411056	0.000343867401023354	3.4724287503944E-07
0.201199999999994	0.041639118375649	0.000345649947344858	3.49058647046609E-07
0.201299999999994	0.0417092233438055	0.000347440814879362	3.50883055088867E-07
0.201399999999994	0.0417793238093516	0.000349240037799062	3.52716136194053E-07
0.201499999999994	0.0418494196366815	0.000351047650393113	3.54557927531576E-07
0.201599999999994	0.0419195106908058	0.000352863687067909	3.56408466412896E-07
0.201699999999994	0.0419895968373494	0.000354688182347355	3.58267790292003E-07
0.201799999999994	0.0420596779425496	0.000356521170873147	3.60135936765892E-07
0.201899999999994	0.0421297538732537	0.000358362687405048	3.62012943575043E-07
0.201999999999994	0.042199824496918	0.000360212766821162	3.63898848603907E-07
0.202099999999994	0.0422698896816048	0.000362071444118215	3.65793689881389E-07
0.202199999999994	0.0423399492959813	0.000363938754411826	3.67697505581325E-07
0.202299999999994	0.0424100032093171	0.000365814732936787	3.69610334022978E-07
0.202399999999994	0.0424800512914827	0.000367699415047334	3.71532213671523E-07
0.202499999999994	0.0425500934129469	0.000369592836217429	3.7346318313853E-07
0.202599999999994	0.0426201294447758	0.000371495032041031	3.75403281182463E-07
0.202699999999994	0.0426901592586299	0.000373406038232371	3.77352546709164E-07
0.202799999999994	0.0427601827267629	0.00037532589062623	3.79311018772349E-07
0.202899999999994	0.0428301997220192	0.000377254625178212	3.81278736574106E-07
0.202999999999994	0.0429002101178324	0.00037919227796502	3.83255739465388E-07
0.203099999999994	0.0429702137882229	0.000381138885184729	3.85242066946509E-07
0.203199999999994	0.0430402106077964	0.00038309448315706	3.87237758667645E-07
0.203299999999994	0.0431102004517418	0.000385059108323658	3.89242854429337E-07
0.203399999999994	0.0431801831958289	0.000387032797248359	3.91257394182985E-07
0.203499999999994	0.0432501587164072	0.000389015586617472	3.93281418031358E-07
0.203599999999994	0.0433201268904031	0.000391007513240045	3.95314966229094E-07
0.203699999999994	0.0433900875953187	0.000393008614048141	3.97358079183216E-07
0.203799999999994	0.0434600407092293	0.000395018926097114	3.99410797453627E-07
0.203899999999994	0.0435299861107819	0.000397038486565876	4.01473161753622E-07
0.203999999999994	0.043599923679193	0.000399067332757172	4.03545212950406E-07
0.204099999999994	0.0436698532942466	0.000401105502097854	4.05626992065602E-07
0.204199999999994	0.0437397748362924	0.00040315303213915	4.07718540275758E-07
0.204299999999994	0.0438096881862439	0.000405209960556935	4.09819898912871E-07
0.204399999999994	0.0438795932255765	0.000407276325152006	4.11931109464902E-07
0.204499999999994	0.0439494898363252	0.00040935216385035	4.14052213576287E-07
0.204599999999994	0.0440193779010832	0.000411437514703412	4.16183253048463E-07
0.204699999999994	0.0440892573029996	0.000413532415888373	4.18324269840391E-07
0.204799999999994	0.0441591279257774	0.000415636905708411	4.2047530606907E-07
0.204899999999994	0.044228989653672	0.000417751022592977	4.22636404010065E-07
0.204999999999994	0.0442988423714888	0.000419874805098061	4.24807606098037E-07
0.205099999999994	0.0443686859645817	0.000422008291906463	4.26988954927264E-07
0.205199999999994	0.0444385203188507	0.000424151521828059	4.29180493252172E-07
0.205299999999994	0.0445083453207404	0.000426304533800069	4.31382263987862E-07
0.205399999999994	0.044578160857238	0.00042846736688733	4.33594310210645E-07
0.205499999999994	0.044647966815871	0.000430640060282554	4.35816675158574E-07
0.205599999999994	0.0447177630847059	0.000432822653306606	4.38049402231979E-07
0.205699999999994	0.0447875495523457	0.00043501518540876	4.40292534993999E-07
0.205799999999994	0.0448573261079284	0.000437217696166972	4.42546117171127E-07
0.205899999999994	0.0449270926411249	0.000439430225288143	4.44810192653741E-07
0.205999999999994	0.0449968490421372	0.000441652812608386	4.47084805496654E-07
0.206099999999994	0.0450665952016962	0.000443885498093286	4.49369999919643E-07
0.206199999999994	0.0451363310110604	0.000446128321838172	4.51665820308008E-07
0.206299999999994	0.0452060563620132	0.000448381324068373	4.53972311213104E-07
0.206399999999994	0.0452757711468617	0.000450644545139487	4.56289517352897E-07
0.206499999999994	0.0453454752584344	0.000452918025537642	4.58617483612507E-07
0.206599999999994	0.0454151685900795	0.000455201805879757	4.60956255044762E-07
0.206699999999994	0.0454848510356629	0.000457495926913807	4.63305876870746E-07
0.206799999999994	0.0455545224895663	0.000459800429519079	4.65666394480354E-07
0.206899999999994	0.0456241828466855	0.000462115354706441	4.68037853432845E-07
0.206999999999994	0.0456938320024282	0.000464440743618595	4.70420299457402E-07
0.207099999999994	0.0457634698527125	0.00046677663753034	4.72813778453685E-07
0.207199999999994	0.0458330962939646	0.000469123077848831	4.75218336492395E-07
0.207299999999993	0.0459027112231173	0.000471480106113837	4.7763401981583E-07
0.207399999999993	0.0459723145376079	0.000473847763998	4.80060874838452E-07
0.207499999999993	0.0460419061353766	0.000476226093307093	4.82498948147449E-07
0.207599999999993	0.0461114859148641	0.000478615135980276	4.84948286503302E-07
0.207699999999993	0.0461810537750103	0.00048101493409035	4.87408936840352E-07
0.207799999999993	0.0462506096152523	0.000483425529844019	4.89880946267368E-07
0.207899999999993	0.0463201533355223	0.00048584696558214	4.92364362068116E-07
0.207999999999993	0.0463896848362458	0.000488279283779977	4.94859231701938E-07
0.208099999999993	0.0464592040183403	0.00049072252704746	4.9736560280432E-07
0.208199999999993	0.0465287107832125	0.000493176738129434	4.99883523187467E-07
0.208299999999993	0.0465982050327573	0.000495641959905911	5.02413040840884E-07
0.208399999999993	0.0466676866693555	0.000498118235392325	5.04954203931952E-07
0.208499999999993	0.0467371555958722	0.000500605607739784	5.07507060806508E-07
0.208599999999993	0.0468066117156547	0.000503104120235313	5.10071659989432E-07
0.208699999999993	0.0468760549325311	0.000505613816302115	5.12648050185221E-07
0.208799999999993	0.046945485150808	0.000508134739499811	5.15236280278586E-07
0.208899999999993	0.0470149022752688	0.000510666933524693	5.17836399335029E-07
0.208999999999993	0.0470843062111722	0.000513210442209969	5.20448456601436E-07
0.209099999999993	0.0471536968642501	0.000515765309526014	5.2307250150667E-07
0.209199999999993	0.0472230741407058	0.000518331579580613	5.25708583662155E-07
0.209299999999993	0.0472924379472122	0.000520909296619205	5.28356752862478E-07
0.209399999999993	0.0473617881909101	0.000523498505025132	5.31017059085981E-07
0.209499999999993	0.0474311247794063	0.00052609924931988	5.33689552495356E-07
0.209599999999993	0.0475004476207719	0.000528711574163324	5.36374283438245E-07
0.209699999999993	0.0475697566235403	0.000531335524353968	5.39071302447841E-07
0.209799999999993	0.0476390516967058	0.000533971144829187	5.4178066024349E-07
0.209899999999993	0.0477083327497213	0.000536618480665469	5.44502407731295E-07
0.209999999999993	0.047777599692497	0.000539277577078655	5.47236596004718E-07
0.210099999999993	0.0478468524353984	0.000541948479424176	5.49983276345193E-07
0.210199999999993	0.0479160908892444	0.000544631233197293	5.5274250022273E-07
0.210299999999993	0.0479853149653058	0.000547325884033331	5.55514319296525E-07
0.210399999999993	0.0480545245753034	0.000550032477707922	5.58298785415576E-07
0.210499999999993	0.0481237196314063	0.000552751060137232	5.61095950619296E-07
0.210599999999993	0.04819290004623	0.000555481677378203	5.63905867138126E-07
0.210699999999993	0.0482620657328347	0.000558224375628781	5.66728587394154E-07
0.210799999999993	0.0483312166047239	0.000560979201228152	5.69564164001736E-07
0.210899999999993	0.0484003525758419	0.000563746200656975	5.72412649768112E-07
0.210999999999993	0.048469473560573	0.000566525420537607	5.75274097694033E-07
0.211099999999993	0.048538579473739	0.000569316907634339	5.78148560974385E-07
0.211199999999993	0.0486076702305976	0.000572120708853622	5.81036092998812E-07
0.211299999999993	0.0486767457468413	0.000574936871244294	5.83936747352345E-07
0.211399999999993	0.0487458059385948	0.00057776544199781	5.86850577816033E-07
0.211499999999993	0.0488148507224139	0.000580606468448466	5.89777638367575E-07
0.211599999999993	0.0488838800152833	0.000583459998073621	5.92717983181949E-07
0.211699999999993	0.0489528937346156	0.000586326078493929	5.9567166663205E-07
0.211799999999993	0.0490218917982488	0.000589204757473551	5.98638743289326E-07
0.211899999999993	0.0490908741244451	0.000592096082920386	6.01619267924415E-07
0.211999999999993	0.049159840631889	0.000595000102886285	6.04613295507787E-07
0.212099999999993	0.0492287912396858	0.000597916865567276	6.07620881210386E-07
0.212199999999993	0.0492977258673596	0.000600846419303777	6.1064208040427E-07
0.212299999999993	0.049366644434852	0.000603788812580819	6.13676948663265E-07
0.212399999999993	0.0494355468625201	0.000606744094028257	6.167255417636E-07
0.212499999999993	0.0495044330711349	0.000609712312420987	6.19787915684567E-07
0.212599999999993	0.0495733029818799	0.000612693516679164	6.22864126609165E-07
0.212699999999993	0.0496421565163491	0.000615687755868406	6.25954230924757E-07
0.212799999999993	0.0497109935965453	0.000618695079200014	6.29058285223723E-07
0.212899999999993	0.0497798141448789	0.000621715536031177	6.32176346304114E-07
0.212999999999993	0.0498486180841657	0.000624749175865185	6.35308471170314E-07
0.213099999999993	0.0499174053376257	0.000627796048351634	6.38454717033697E-07
0.213199999999993	0.0499861758288811	0.000630856203286634	6.41615141313288E-07
0.213299999999993	0.050054929481955	0.000633929690613014	6.44789801636434E-07
0.213399999999993	0.0501236662212694	0.000637016560420527	6.4797875583946E-07
0.213499999999993	0.050192385971644	0.000640116862946053	6.5118206196834E-07
0.213599999999993	0.0502610886582942	0.000643230648573799	6.54399778279367E-07
0.213699999999993	0.0503297742068296	0.000646357967835503	6.57631963239824E-07
0.213799999999993	0.0503984425432526	0.000649498871410628	6.60878675528656E-07
0.213899999999993	0.0504670935939563	0.000652653410126564	6.64139974037142E-07
0.213999999999993	0.0505357272857236	0.000655821634958824	6.67415917869579E-07
0.214099999999993	0.0506043435457249	0.000659003597031236	6.70706566343953E-07
0.214199999999993	0.0506729423015168	0.00066219934761614	6.74011978992624E-07
0.214299999999993	0.0507415234810409	0.000665408938134579	6.77332215563003E-07
0.214399999999993	0.0508100870126213	0.00066863242015649	6.80667336018241E-07
0.214499999999993	0.0508786328249639	0.000671869845400894	6.84017400537915E-07
0.214599999999993	0.0509471608471545	0.000675121265736084	6.87382469518713E-07
0.214699999999993	0.051015671008657	0.00067838673317981	6.90762603575121E-07
0.214799999999993	0.0510841632393123	0.000681666299899469	6.94157863540124E-07
0.214899999999993	0.0511526374693361	0.000684960018212281	6.97568310465892E-07
0.214999999999993	0.0512210936293181	0.000688267940585481	7.00994005624475E-07
0.215099999999993	0.05128953165022	0.00069159011963649	7.04435010508507E-07
0.215199999999993	0.0513579514633738	0.000694926608133103	7.07891386831896E-07
0.215299999999993	0.0514263530004808	0.00069827745899366	7.11363196530531E-07
0.215399999999993	0.0514947361936095	0.000701642725287228	7.14850501762987E-07
0.215499999999993	0.0515631009751944	0.00070502246023377	7.18353364911225E-07
0.215599999999993	0.0516314472780346	0.000708416717204323	7.21871848581301E-07
0.215699999999993	0.0516997750352916	0.000711825549721167	7.25406015604076E-07
0.215799999999993	0.0517680841804887	0.000715249011457996	7.28955929035924E-07
0.215899999999993	0.0518363746475087	0.000718687156240086	7.32521652159448E-07
0.215999999999993	0.051904646370593	0.000722140038044462	7.36103248484192E-07
0.216099999999993	0.0519728992843397	0.000725607711000063	7.39700781747359E-07
0.216199999999993	0.0520411333237022	0.000729090229387905	7.43314315914532E-07
0.216299999999992	0.0521093484239877	0.000732587647641245	7.4694391518039E-07
0.216399999999992	0.0521775445208559	0.000736100020345736	7.50589643969431E-07
0.216499999999992	0.0522457215503172	0.000739627402239593	7.54251566936702E-07
0.216599999999992	0.0523138794487314	0.000743169848213744	7.57929748968519E-07
0.216699999999992	0.0523820181528063	0.000746727413311986	7.61624255183199E-07
0.216799999999992	0.052450137599596	0.000750300152731141	7.6533515093179E-07
0.216899999999992	0.0525182377264998	0.000753888121821202	7.69062501798802E-07
0.216999999999992	0.0525863184712602	0.00075749137608549	7.72806373602944E-07
0.217099999999992	0.0526543797719619	0.000761109971180797	7.76566832397859E-07
0.217199999999992	0.0527224215670304	0.000764743962917532	7.80343944472864E-07
0.217299999999992	0.0527904437952301	0.000768393407259868	7.84137776353686E-07
0.217399999999992	0.0528584463956631	0.000772058360325884	7.8794839480321E-07
0.217499999999992	0.052926429307768	0.000775738878387703	7.91775866822219E-07
0.217599999999992	0.0529943924713182	0.000779435017871634	7.95620259650145E-07
0.217699999999992	0.0530623358264203	0.000783146835358307	7.99481640765814E-07
0.217799999999992	0.0531302593135132	0.000786874387582809	8.03360077888199E-07
0.217899999999992	0.0531981628733662	0.000790617731434815	8.07255638977171E-07
0.217999999999992	0.0532660464470779	0.000794376923958724	8.11168392234252E-07
0.218099999999992	0.0533339099760747	0.000798152022353782	8.15098406103378E-07
0.218199999999992	0.0534017534021092	0.000801943083974214	8.19045749271651E-07
0.218299999999992	0.0534695766672591	0.000805750166329347	8.23010490670105E-07
0.218399999999992	0.0535373797139257	0.000809573327083735	8.26992699474463E-07
0.218499999999992	0.0536051624848325	0.000813412624057276	8.30992445105908E-07
0.218599999999992	0.0536729249230237	0.000817268115225339	8.35009797231847E-07
0.218699999999992	0.053740666971863	0.000821139858718872	8.39044825766682E-07
0.218799999999992	0.0538083885750323	0.000825027912824525	8.43097600872577E-07
0.218899999999992	0.05387608967653	0.000828932335984758	8.47168192960236E-07
0.218999999999992	0.0539437702206699	0.000832853186797956	8.51256672689678E-07
0.219099999999992	0.0540114301520799	0.000836790524018532	8.55363110971009E-07
0.219199999999992	0.0540790694157004	0.000840744406557042	8.59487578965209E-07
0.219299999999992	0.054146687956783	0.000844714893480281	8.63630148084911E-07
0.219399999999992	0.0542142857208894	0.00084870204401139	8.6779088999518E-07
0.219499999999992	0.0542818626538899	0.00085270591752996	8.71969876614306E-07
0.219599999999992	0.0543494187019619	0.00085672657357212	8.76167180114588E-07
0.219699999999992	0.0544169538115889	0.000860764071830642	8.80382872923127E-07
0.219799999999992	0.0544844679295588	0.00086481847215503	8.84617027722613E-07
0.219899999999992	0.054551961002963	0.000868889834551614	8.88869717452127E-07
0.219999999999992	0.0546194329791948	0.000872978219183636	8.93141015307928E-07
0.220099999999992	0.0546868838059482	0.000877083686371341	8.97430994744263E-07
0.220199999999992	0.0547543134312164	0.000881206296592057	9.01739729474156E-07
0.220299999999992	0.0548217218032909	0.00088534611048028	9.06067293470223E-07
0.220399999999992	0.0548891088707597	0.000889503188827756	9.10413760965466E-07
0.220499999999992	0.0549564745825064	0.000893677592583552	9.14779206454087E-07
0.220599999999992	0.0550238188877089	0.000897869382854138	9.19163704692298E-07
0.220699999999992	0.0550911417358378	0.000902078620903456	9.23567330699126E-07
0.220799999999992	0.0551584430766554	0.000906305368152991	9.27990159757234E-07
0.220899999999992	0.0552257228602144	0.000910549686181841	9.32432267413735E-07
0.220999999999992	0.0552929810368566	0.00091481163672678	9.36893729481008E-07
0.221099999999992	0.0553602175572115	0.000919091281682322	9.41374622037521E-07
0.221199999999992	0.0554274323721953	0.000923388683100782	9.45875021428651E-07
0.221299999999992	0.0554946254330094	0.000927703903192336	9.50395004267513E-07
0.221399999999992	0.0555617966911394	0.000932037004325071	9.5493464743578E-07
0.221499999999992	0.0556289460983536	0.000936388049025046	9.59494028084519E-07
0.221599999999992	0.0556960736067018	0.000940757099976335	9.64073223635021E-07
0.221699999999992	0.0557631791685145	0.00094514422002108	9.68672311779631E-07
0.221799999999992	0.0558302627364009	0.000949549472159537	9.73291370482588E-07
0.221899999999992	0.0558973242632483	0.000953972919550113	9.77930477980861E-07
0.221999999999992	0.0559643637022207	0.000958414625509414	9.82589712784991E-07
0.222099999999992	0.0560313810067575	0.000962874653512275	9.87269153679931E-07
0.222199999999992	0.0560983761305723	0.000967353067191803	9.91968879725891E-07
0.222299999999992	0.0561653490276518	0.000971849930339403	9.9668897025919E-07
0.222399999999992	0.0562322996522546	0.00097636530690481	1.0014295048931E-06
0.222499999999992	0.0562992279589097	0.000980899260996115	1.00619056351869E-06
0.222599999999992	0.0563661339024158	0.000985451856879792	1.01097222630572E-06
0.222699999999992	0.0564330174378397	0.000990023158980718	1.01577457370342E-06
0.222799999999992	0.0564998785205153	0.000994613231882188	1.02059768644143E-06
0.222899999999992	0.0565667171060425	0.000999222140325937	1.02544164553062E-06
0.222999999999992	0.0566335331502858	0.00100384994921215	1.03030653226395E-06
0.223099999999992	0.0567003266093732	0.00100849672359947	1.03519242821734E-06
0.223199999999992	0.0567670974396953	0.00101316252870502	1.04009941525056E-06
0.223299999999992	0.0568338455979037	0.00101784742990438	1.04502757550806E-06
0.223399999999992	0.0569005710409101	0.00102255149273161	1.04997699141987E-06
0.223499999999992	0.0569672737258852	0.00102727478287926	1.05494774570249E-06
0.223599999999992	0.0570339536102575	0.00103201736619832	1.0599399213597E-06
0.223699999999992	0.0571006106517119	0.00103677930869826	1.06495360168353E-06
0.223799999999992	0.057167244808189	0.00104156067654702	1.06998887025507E-06
0.223899999999992	0.0572338560378837	0.00104636153607094	1.07504581094538E-06
0.223999999999992	0.057300444299244	0.00105118195375483	1.08012450791639E-06
0.224099999999992	0.0573670095509702	0.00105602199624186	1.08522504562175E-06
0.224199999999992	0.0574335517520133	0.00106088173033363	1.09034750880777E-06
0.224299999999992	0.0575000708615745	0.00106576122299007	1.09549198251427E-06
0.224399999999992	0.0575665668391034	0.00107066054132945	1.10065855207551E-06
0.224499999999992	0.0576330396442975	0.00107557975262834	1.10584730312105E-06
0.224599999999992	0.0576994892371006	0.00108051892432158	1.1110583215767E-06
0.224699999999992	0.0577659155777021	0.00108547812400222	1.11629169366536E-06
0.224799999999992	0.0578323186265358	0.00109045741942154	1.12154750590799E-06
0.224899999999992	0.0578986983442785	0.00109545687848893	1.12682584512447E-06
0.224999999999992	0.0579650546918494	0.0011004765692719	1.13212679843453E-06
0.225099999999992	0.0580313876304086	0.00110551655999599	1.13745045325868E-06
0.225199999999992	0.0580976971213564	0.00111057691904476	1.14279689731906E-06
0.225299999999992	0.0581639831263318	0.00111565771495969	1.14816621864044E-06
0.225399999999991	0.0582302456072119	0.00112075901644016	1.15355850555109E-06
0.225499999999991	0.0582964845261104	0.00112588089234336	1.15897384668371E-06
0.225599999999991	0.0583626998453768	0.00113102341168422	1.16441233097634E-06
0.225699999999991	0.0584288915275954	0.00113618664363539	1.16987404767334E-06
0.225799999999991	0.058495059535584	0.00114137065752708	1.17535908632626E-06
0.225899999999991	0.058561203832393	0.00114657552284709	1.18086753679478E-06
0.225999999999991	0.0586273243813043	0.00115180130924064	1.18639948924769E-06
0.226099999999991	0.0586934211458305	0.00115704808651033	1.19195503416377E-06
0.226199999999991	0.0587594940897134	0.00116231592461605	1.19753426233277E-06
0.226299999999991	0.0588255431769235	0.0011676048936749	1.20313726485634E-06
0.226399999999991	0.0588915683716585	0.00117291506396106	1.20876413314893E-06
0.226499999999991	0.0589575696383425	0.00117824650590576	1.21441495893884E-06
0.226599999999991	0.0590235469416252	0.00118359929009708	1.22008983426904E-06
0.226699999999991	0.0590895002463804	0.00118897348727997	1.22578885149823E-06
0.226799999999991	0.0591554295177052	0.00119436916835604	1.23151210330173E-06
0.226899999999991	0.0592213347209195	0.0011997864043835	1.23725968267246E-06
0.226999999999991	0.059287215821564	0.00120522526657703	1.24303168292189E-06
