t	fg	fg	fg
1.34319999999987	0.322395182152704	0.759692100678462	0.397122967111381
1.34329999999987	0.322404186654811	0.759743670618407	0.397167120203932
1.34339999999987	0.322413190647746	0.759795234838623	0.39721127248033
1.34349999999987	0.322422194131594	0.759846793338462	0.397255423940565
1.34359999999987	0.322431197106439	0.759898346117275	0.397299574584631
1.34369999999987	0.322440199572366	0.759949893174412	0.397343724412519
1.34379999999987	0.32244920152946	0.760001434509226	0.397387873424223
1.34389999999987	0.322458202977805	0.760052970121068	0.397432021619732
1.34399999999987	0.322467203917487	0.76010450000929	0.397476168999041
1.34409999999987	0.322476204348589	0.760156024173242	0.39752031556214
1.34419999999987	0.322485204271196	0.760207542612276	0.397564461309022
1.34429999999987	0.322494203685393	0.760259055325745	0.397608606239678
1.34439999999987	0.322503202591265	0.760310562312999	0.3976527503541
1.34449999999987	0.322512200988895	0.760362063573389	0.397696893652281
1.34459999999987	0.32252119887837	0.760413559106269	0.397741036134212
1.34469999999987	0.322530196259772	0.760465048910989	0.397785177799884
1.34479999999987	0.322539193133187	0.760516532986901	0.397829318649289
1.34489999999987	0.322548189498699	0.760568011333358	0.39787345868242
1.34499999999987	0.322557185356392	0.76061948394971	0.397917597899267
1.34509999999987	0.322566180706351	0.760670950835309	0.397961736299822
1.34519999999987	0.322575175548661	0.760722411989509	0.398005873884076
1.34529999999987	0.322584169883405	0.760773867411659	0.398050010652022
1.34539999999987	0.322593163710668	0.760825317101113	0.39809414660365
1.34549999999987	0.322602157030534	0.760876761057223	0.398138281738952
1.34559999999987	0.322611149843088	0.76092819927934	0.39818241605792
1.34569999999987	0.322620142148414	0.760979631766817	0.398226549560544
1.34579999999987	0.322629133946596	0.761031058519005	0.398270682246815
1.34589999999987	0.322638125237718	0.761082479535257	0.398314814116726
1.34599999999987	0.322647116021865	0.761133894814925	0.398358945170267
1.34609999999987	0.322656106299121	0.761185304357362	0.398403075407429
1.34619999999987	0.32266509606957	0.761236708161919	0.398447204828204
1.34629999999987	0.322674085333295	0.761288106227949	0.398491333432582
1.34639999999987	0.322683074090382	0.761339498554804	0.398535461220555
1.34649999999987	0.322692062340914	0.761390885141837	0.398579588192113
1.34659999999987	0.322701050084976	0.7614422659884	0.398623714347248
1.34669999999987	0.322710037322651	0.761493641093846	0.39866783968595
1.34679999999987	0.322719024054023	0.761545010457527	0.39871196420821
1.34689999999987	0.322728010279177	0.761596374078795	0.39875608791402
1.34699999999987	0.322736995998197	0.761647731957003	0.398800210803369
1.34709999999987	0.322745981211165	0.761699084091505	0.398844332876248
1.34719999999987	0.322754965918167	0.761750430481652	0.398888454132649
1.34729999999987	0.322763950119287	0.761801771126797	0.398932574572561
1.34739999999987	0.322772933814608	0.761853106026293	0.398976694195976
1.34749999999987	0.322781917004213	0.761904435179493	0.399020813002884
1.34759999999987	0.322790899688188	0.761955758585749	0.399064930993275
1.34769999999987	0.322799881866615	0.762007076244416	0.39910904816714
1.34779999999987	0.322808863539579	0.762058388154844	0.39915316452447
1.34789999999987	0.322817844707163	0.762109694316388	0.399197280065254
1.34799999999987	0.322826825369451	0.7621609947284	0.399241394789484
1.34809999999987	0.322835805526528	0.762212289390234	0.399285508697149
1.34819999999987	0.322844785178475	0.762263578301242	0.39932962178824
1.34829999999987	0.322853764325378	0.762314861460777	0.399373734062747
1.34839999999987	0.32286274296732	0.762366138868193	0.39941784552066
1.34849999999987	0.322871721104384	0.762417410522844	0.399461956161969
1.34859999999987	0.322880698736655	0.762468676424081	0.399506065986665
1.34869999999987	0.322889675864215	0.762519936571258	0.399550174994737
1.34879999999987	0.322898652487149	0.76257119096373	0.399594283186176
1.34889999999987	0.32290762860554	0.762622439600848	0.399638390560972
1.34899999999987	0.322916604219471	0.762673682481967	0.399682497119113
1.34909999999987	0.322925579329027	0.76272491960644	0.399726602860591
1.34919999999987	0.322934553934289	0.76277615097362	0.399770707785396
1.34929999999987	0.322943528035343	0.762827376582861	0.399814811893516
1.34939999999987	0.322952501632271	0.762878596433517	0.399858915184943
1.34949999999987	0.322961474725157	0.762929810524941	0.399903017659664
1.34959999999987	0.322970447314085	0.762981018856486	0.399947119317672
1.34969999999987	0.322979419399137	0.763032221427506	0.399991220158954
1.34979999999987	0.322988390980397	0.763083418237356	0.4000353201835
1.34989999999987	0.322997362057948	0.763134609285389	0.400079419391301
1.34999999999987	0.323006332631874	0.763185794570958	0.400123517782345
1.35009999999987	0.323015302702258	0.763236974093417	0.400167615356623
1.35019999999987	0.323024272269184	0.763288147852121	0.400211712114123
1.35029999999987	0.323033241332733	0.763339315846424	0.400255808054835
1.35039999999987	0.323042209892991	0.763390478075678	0.400299903178749
1.35049999999987	0.323051177950039	0.763441634539239	0.400343997485853
1.35059999999987	0.323060145503962	0.76349278523646	0.400388090976138
1.35069999999987	0.323069112554842	0.763543930166695	0.400432183649591
1.35079999999987	0.323078079102762	0.763595069329299	0.400476275506203
1.35089999999987	0.323087045147806	0.763646202723626	0.400520366545963
1.35099999999987	0.323096010690057	0.76369733034903	0.40056445676886
1.35109999999987	0.323104975729597	0.763748452204865	0.400608546174882
1.35119999999987	0.32311394026651	0.763799568290485	0.40065263476402
1.35129999999987	0.323122904300879	0.763850678605245	0.400696722536261
1.35139999999987	0.323131867832786	0.7639017831485	0.400740809491595
1.35149999999987	0.323140830862316	0.763952881919603	0.400784895630011
1.35159999999987	0.32314979338955	0.764003974917909	0.400828980951498
1.35169999999987	0.323158755414572	0.764055062142772	0.400873065456044
1.35179999999987	0.323167716937464	0.764106143593548	0.400917149143639
1.35189999999987	0.32317667795831	0.764157219269591	0.400961232014271
1.35199999999987	0.323185638477193	0.764208289170255	0.401005314067929
1.35209999999987	0.323194598494195	0.764259353294895	0.401049395304601
1.35219999999987	0.323203558009398	0.764310411642866	0.401093475724276
1.35229999999987	0.323212517022887	0.764361464213522	0.401137555326943
1.35239999999987	0.323221475534744	0.764412511006219	0.401181634112591
1.35249999999987	0.32323043354505	0.76446355202031	0.401225712081207
1.35259999999987	0.323239391053891	0.764514587255152	0.401269789232781
1.35269999999987	0.323248348061347	0.764565616710099	0.401313865567301
1.35279999999987	0.323257304567501	0.764616640384506	0.401357941084754
1.35289999999987	0.323266260572437	0.764667658277728	0.401402015785131
1.35299999999987	0.323275216076237	0.76471867038912	0.401446089668418
1.35309999999987	0.323284171078984	0.764769676718038	0.401490162734604
1.35319999999987	0.323293125580759	0.764820677263835	0.401534234983678
1.35329999999987	0.323302079581647	0.764871672025868	0.401578306415627
1.35339999999987	0.323311033081729	0.764922661003492	0.40162237703044
1.35349999999987	0.323319986081088	0.764973644196062	0.401666446828105
1.35359999999987	0.323328938579806	0.765024621602933	0.40171051580861
1.35369999999987	0.323337890577966	0.765075593223461	0.401754583971943
1.35379999999987	0.323346842075651	0.765126559057001	0.401798651318091
1.35389999999987	0.323355793072943	0.765177519102908	0.401842717847044
1.35399999999987	0.323364743569924	0.765228473360539	0.401886783558789
1.35409999999987	0.323373693566676	0.765279421829248	0.401930848453313
1.35419999999987	0.323382643063283	0.765330364508391	0.401974912530605
1.35429999999987	0.323391592059827	0.765381301397324	0.402018975790652
1.35439999999987	0.323400540556389	0.765432232495403	0.402063038233443
1.35449999999987	0.323409488553052	0.765483157801983	0.402107099858964
1.35459999999987	0.323418436049899	0.765534077316419	0.402151160667204
1.35469999999987	0.323427383047012	0.765584991038068	0.40219522065815
1.35479999999987	0.323436329544473	0.765635898966286	0.402239279831789
1.35489999999987	0.323445275542364	0.765686801100428	0.40228333818811
1.35499999999987	0.323454221040768	0.765737697439851	0.4023273957271
1.35509999999987	0.323463166039766	0.76578858798391	0.402371452448746
1.35519999999987	0.323472110539442	0.765839472731961	0.402415508353036
1.35529999999987	0.323481054539876	0.765890351683361	0.402459563439957
1.35539999999987	0.323489998041152	0.765941224837465	0.402503617709497
1.35549999999987	0.323498941043351	0.76599209219363	0.402547671161642
1.35559999999987	0.323507883546555	0.766042953751212	0.402591723796381
1.35569999999987	0.323516825550847	0.766093809509566	0.4026357756137
1.35579999999987	0.323525767056308	0.76614465946805	0.402679826613586
1.35589999999987	0.323534708063021	0.76619550362602	0.402723876796027
1.35599999999987	0.323543648571067	0.766246341982832	0.40276792616101
1.35609999999987	0.323552588580529	0.766297174537843	0.402811974708522
1.35619999999987	0.323561528091489	0.766348001290408	0.40285602243855
1.35629999999987	0.323570467104028	0.766398822239885	0.40290006935108
1.35639999999987	0.323579405618228	0.76644963738563	0.402944115446101
1.35649999999987	0.323588343634171	0.766500446726999	0.402988160723598
1.35659999999987	0.32359728115194	0.76655125026335	0.403032205183559
1.35669999999987	0.323606218171616	0.766602047994038	0.403076248825971
1.35679999999987	0.32361515469328	0.766652839918421	0.403120291650819
1.35689999999987	0.323624090717015	0.766703626035856	0.403164333658092
1.35699999999987	0.323633026242902	0.766754406345699	0.403208374847776
1.35709999999987	0.323641961271024	0.766805180847307	0.403252415219857
1.35719999999987	0.323650895801461	0.766855949540037	0.403296454774323
1.35729999999987	0.323659829834296	0.766906712423246	0.403340493511159
1.35739999999987	0.323668763369611	0.766957469496291	0.403384531430352
1.35749999999987	0.323677696407486	0.767008220758529	0.403428568531889
1.35759999999987	0.323686628948005	0.767058966209317	0.403472604815757
1.35769999999987	0.323695560991247	0.767109705848012	0.403516640281941
1.35779999999987	0.323704492537296	0.767160439673972	0.403560674930429
1.35789999999987	0.323713423586232	0.767211167686553	0.403604708761206
1.35799999999987	0.323722354138137	0.767261889885113	0.403648741774258
1.35809999999987	0.323731284193092	0.76731260626901	0.403692773969573
1.35819999999987	0.32374021375118	0.7673633168376	0.403736805347137
1.35829999999987	0.323749142812482	0.767414021590241	0.403780835906934
1.35839999999987	0.323758071377079	0.767464720526291	0.403824865648953
1.35849999999987	0.323766999445052	0.767515413645107	0.403868894573178
1.35859999999987	0.323775927016484	0.767566100946046	0.403912922679597
1.35869999999987	0.323784854091455	0.767616782428466	0.403956949968194
1.35879999999987	0.323793780670047	0.767667458091726	0.404000976438957
1.35889999999987	0.323802706752341	0.767718127935181	0.40404500209187
1.35899999999987	0.323811632338419	0.767768791958191	0.404089026926921
1.35909999999987	0.323820557428362	0.767819450160113	0.404133050944094
1.35919999999987	0.323829482022251	0.767870102540304	0.404177074143376
1.35929999999987	0.323838406120168	0.767920749098123	0.404221096524752
1.35939999999987	0.323847329722193	0.767971389832928	0.404265118088208
1.35949999999987	0.323856252828409	0.768022024744077	0.404309138833731
1.35959999999987	0.323865175438896	0.768072653830927	0.404353158761305
1.35969999999987	0.323874097553736	0.768123277092836	0.404397177870917
1.35979999999987	0.32388301917301	0.768173894529164	0.404441196162551
1.35989999999987	0.323891940296798	0.768224506139267	0.404485213636194
1.35999999999987	0.323900860925183	0.768275111922504	0.404529230291831
1.36009999999987	0.323909781058244	0.768325711878234	0.404573246129448
1.36019999999987	0.323918700696064	0.768376306005814	0.40461726114903
1.36029999999987	0.323927619838724	0.768426894304603	0.404661275350562
1.36039999999987	0.323936538486304	0.76847747677396	0.40470528873403
1.36049999999987	0.323945456638885	0.768528053413242	0.404749301299419
1.36059999999987	0.323954374296549	0.768578624221809	0.404793313046714
1.36069999999987	0.323963291459376	0.768629189199018	0.404837323975902
1.36079999999987	0.323972208127448	0.768679748344229	0.404881334086966
1.36089999999987	0.323981124300845	0.7687303016568	0.404925343379892
1.36099999999987	0.323990039979648	0.76878084913609	0.404969351854666
1.36109999999987	0.323998955163939	0.768831390781457	0.405013359511272
1.36119999999987	0.324007869853798	0.76888192659226	0.405057366349696
1.36129999999987	0.324016784049306	0.768932456567858	0.405101372369922
1.36139999999987	0.324025697750544	0.76898298070761	0.405145377571935
1.36149999999987	0.324034610957592	0.769033499010875	0.405189381955721
1.36159999999987	0.324043523670532	0.769084011477011	0.405233385521265
1.36169999999987	0.324052435889444	0.769134518105378	0.40527738826855
1.36179999999987	0.32406134761441	0.769185018895335	0.405321390197563
1.36189999999987	0.324070258845509	0.769235513846241	0.405365391308288
1.36199999999987	0.324079169582822	0.769286002957454	0.405409391600709
1.36209999999987	0.324088079826431	0.769336486228335	0.405453391074811
1.36219999999987	0.324096989576416	0.769386963658243	0.40549738973058
1.36229999999987	0.324105898832857	0.769437435246536	0.405541387567999
1.36239999999987	0.324114807595836	0.769487900992574	0.405585384587053
1.36249999999987	0.324123715865432	0.769538360895717	0.405629380787728
1.36259999999987	0.324132623641726	0.769588814955324	0.405673376170006
1.36269999999987	0.3241415309248	0.769639263170754	0.405717370733874
1.36279999999987	0.324150437714733	0.769689705541367	0.405761364479314
1.36289999999987	0.324159344011606	0.769740142066523	0.405805357406313
1.36299999999987	0.3241682498155	0.769790572745581	0.405849349514853
1.36309999999987	0.324177155126495	0.7698409975779	0.40589334080492
1.36319999999987	0.324186059944671	0.769891416562842	0.405937331276497
1.36329999999987	0.324194964270109	0.769941829699764	0.40598132092957
1.36339999999987	0.324203868102889	0.769992236988028	0.406025309764121
1.36349999999987	0.324212771443093	0.770042638426993	0.406069297780136
1.36359999999987	0.324221674290799	0.770093034016019	0.406113284977599
1.36369999999987	0.324230576646089	0.770143423754466	0.406157271356492
1.36379999999987	0.324239478509043	0.770193807641693	0.406201256916802
1.36389999999987	0.324248379879741	0.770244185677062	0.406245241658511
1.36399999999987	0.324257280758264	0.770294557859932	0.406289225581604
1.36409999999987	0.324266181144691	0.770344924189664	0.406333208686064
1.36419999999987	0.324275081039103	0.770395284665617	0.406377190971876
1.36429999999987	0.324283980441581	0.770445639287152	0.406421172439023
1.36439999999987	0.324292879352204	0.770495988053629	0.406465153087489
1.36449999999987	0.324301777771053	0.770546330964409	0.406509132917259
1.36459999999987	0.324310675698207	0.770596668018851	0.406553111928315
1.36469999999987	0.324319573133748	0.770646999216317	0.406597090120641
1.36479999999987	0.324328470077755	0.770697324556167	0.406641067494222
1.36489999999987	0.324337366530308	0.770747644037762	0.40668504404904
1.36499999999987	0.324346262491487	0.770797957660462	0.406729019785079
1.36509999999987	0.324355157961373	0.770848265423627	0.406772994702324
1.36519999999987	0.324364052940045	0.770898567326619	0.406816968800757
1.36529999999987	0.324372947427583	0.770948863368799	0.406860942080361
1.36539999999987	0.324381841424069	0.770999153549526	0.406904914541121
1.36549999999987	0.32439073492958	0.771049437868163	0.40694888618302
1.36559999999987	0.324399627944198	0.771099716324069	0.406992857006041
1.36569999999987	0.324408520468002	0.771149988916607	0.407036827010167
1.36579999999987	0.324417412501073	0.771200255645136	0.407080796195382
1.36589999999987	0.32442630404349	0.771250516509018	0.407124764561669
1.36599999999987	0.324435195095333	0.771300771507614	0.407168732109012
1.36609999999987	0.324444085656681	0.771351020640286	0.407212698837392
1.36619999999987	0.324452975727616	0.771401263906394	0.407256664746794
1.36629999999987	0.324461865308216	0.7714515013053	0.407300629837201
1.36639999999987	0.324470754398562	0.771501732836365	0.407344594108595
1.36649999999987	0.324479642998732	0.77155195849895	0.40738855756096
1.36659999999987	0.324488531108808	0.771602178292417	0.407432520194279
1.36669999999987	0.324497418728868	0.771652392216128	0.407476482008535
1.36679999999987	0.324506305858993	0.771702600269443	0.407520443003709
1.36689999999987	0.324515192499262	0.771752802451725	0.407564403179787
1.36699999999987	0.324524078649754	0.771802998762335	0.407608362536749
1.36709999999987	0.32453296431055	0.771853189200635	0.40765232107458
1.36719999999987	0.324541849481729	0.771903373765987	0.407696278793261
1.36729999999987	0.324550734163371	0.771953552457751	0.407740235692776
1.36739999999987	0.324559618355554	0.772003725275291	0.407784191773107
1.36749999999987	0.32456850205836	0.772053892217968	0.407828147034237
1.36759999999987	0.324577385271867	0.772104053285143	0.407872101476148
1.36769999999987	0.324586267996155	0.77215420847618	0.407916055098823
1.36779999999987	0.324595150231303	0.77220435779044	0.407960007902245
1.36789999999987	0.324604031977391	0.772254501227284	0.408003959886396
1.36799999999987	0.324612913234498	0.772304638786076	0.408047911051258
1.36809999999987	0.324621794002704	0.772354770466177	0.408091861396814
1.36819999999987	0.324630674282089	0.77240489626695	0.408135810923047
1.36829999999987	0.324639554072731	0.772455016187757	0.408179759629938
1.36839999999987	0.324648433374709	0.77250513022796	0.408223707517469
1.36849999999987	0.324657312188105	0.772555238386922	0.408267654585624
1.36859999999987	0.324666190512996	0.772605340664005	0.408311600834385
1.36869999999987	0.324675068349462	0.772655437058572	0.408355546263733
1.36879999999987	0.324683945697582	0.772705527569985	0.40839949087365
1.36889999999987	0.324692822557436	0.772755612197606	0.40844343466412
1.36899999999987	0.324701698929102	0.7728056909408	0.408487377635123
1.36909999999987	0.324710574812661	0.772855763798927	0.408531319786642
1.36919999999987	0.324719450208191	0.772905830771351	0.40857526111866
1.36929999999987	0.324728325115772	0.772955891857436	0.408619201631157
1.36939999999987	0.324737199535482	0.773005947056542	0.408663141324115
1.36949999999987	0.324746073467401	0.773055996368035	0.408707080197518
1.36959999999987	0.324754946911609	0.773106039791276	0.408751018251346
1.36969999999987	0.324763819868183	0.773156077325628	0.408794955485582
1.36979999999987	0.324772692337203	0.773206108970456	0.408838891900206
1.36989999999987	0.324781564318749	0.773256134725121	0.408882827495202
1.36999999999987	0.324790435812899	0.773306154588987	0.408926762270549
1.37009999999987	0.324799306819732	0.773356168561418	0.408970696226232
1.37019999999987	0.324808177339328	0.773406176641775	0.409014629362229
1.37029999999987	0.324817047371765	0.773456178829424	0.409058561678525
1.37039999999987	0.324825916917122	0.773506175123727	0.409102493175099
1.37049999999987	0.324834785975479	0.773556165524048	0.409146423851934
1.37059999999987	0.324843654546914	0.773606150029751	0.409190353709011
1.37069999999987	0.324852522631506	0.773656128640198	0.409234282746311
1.37079999999987	0.324861390229334	0.773706101354753	0.409278210963815
1.37089999999987	0.324870257340477	0.773756068172781	0.409322138361506
1.37099999999987	0.324879123965013	0.773806029093644	0.409366064939365
1.37109999999987	0.324887990103023	0.773855984116707	0.409409990697372
1.37119999999987	0.324896855754583	0.773905933241333	0.409453915635509
1.37129999999987	0.324905720919774	0.773955876466887	0.409497839753757
1.37139999999987	0.324914585598674	0.774005813792732	0.409541763052097
1.37149999999987	0.324923449791361	0.774055745218232	0.409585685530511
1.37159999999987	0.324932313497915	0.774105670742752	0.409629607188979
1.37169999999987	0.324941176718413	0.774155590365655	0.409673528027484
1.37179999999987	0.324950039452936	0.774205504086306	0.409717448046004
1.37189999999987	0.324958901701561	0.774255411904068	0.409761367244523
1.37199999999987	0.324967763464367	0.774305313818306	0.409805285623019
1.37209999999987	0.324976624741433	0.774355209828385	0.409849203181476
1.37219999999987	0.324985485532837	0.774405099933668	0.409893119919872
1.37229999999987	0.324994345838658	0.77445498413352	0.40993703583819
1.37239999999987	0.325003205658975	0.774504862427306	0.40998095093641
1.37249999999987	0.325012064993866	0.774554734814391	0.410024865214512
1.37259999999987	0.325020923843409	0.774604601294138	0.410068778672478
1.37269999999987	0.325029782207683	0.774654461865912	0.410112691310288
1.37279999999987	0.325038640086767	0.774704316529078	0.410156603127923
1.37289999999987	0.325047497480739	0.774754165283001	0.410200514125363
1.37299999999987	0.325056354389677	0.774804008127046	0.410244424302589
1.37309999999987	0.32506521081366	0.774853845060577	0.410288333659582
1.37319999999987	0.325074066752766	0.77490367608296	0.410332242196322
1.37329999999987	0.325082922207074	0.774953501193559	0.410376149912789
1.37339999999987	0.325091777176662	0.775003320391739	0.410420056808963
1.37349999999987	0.325100631661608	0.775053133676866	0.410463962884827
1.37359999999987	0.325109485661991	0.775102941048304	0.410507868140358
1.37369999999987	0.325118339177889	0.775152742505419	0.410551772575539
1.37379999999987	0.32512719220938	0.775202538047577	0.410595676190349
1.37389999999987	0.325136044756543	0.775252327674141	0.410639578984768
1.37399999999987	0.325144896819455	0.775302111384478	0.410683480958777
1.37409999999987	0.325153748398195	0.775351889177954	0.410727382112355
1.37419999999987	0.325162599492842	0.775401661053933	0.410771282445484
1.37429999999987	0.325171450103473	0.775451427011781	0.410815181958142
1.37439999999987	0.325180300230166	0.775501187050864	0.410859080650311
1.37449999999987	0.325189149873	0.775550941170547	0.41090297852197
1.37459999999987	0.325197999032053	0.775600689370196	0.410946875573098
1.37469999999987	0.325206847707402	0.775650431649177	0.410990771803677
1.37479999999987	0.325215695899127	0.775700168006855	0.411034667213686
1.37489999999987	0.325224543607304	0.775749898442597	0.411078561803104
1.37499999999987	0.325233390832013	0.775799622955768	0.411122455571912
1.37509999999986	0.32524223757333	0.775849341545735	0.411166348520089
1.37519999999986	0.325251083831335	0.775899054211862	0.411210240647615
1.37529999999986	0.325259929606104	0.775948760953518	0.411254131954471
1.37539999999986	0.325268774897717	0.775998461770066	0.411298022440634
1.37549999999986	0.325277619706251	0.776048156660875	0.411341912106086
1.37559999999986	0.325286464031783	0.776097845625309	0.411385800950806
1.37569999999986	0.325295307874392	0.776147528662736	0.411429688974773
1.37579999999986	0.325304151234156	0.776197205772522	0.411473576177967
1.37589999999986	0.325312994111152	0.776246876954032	0.411517462560367
1.37599999999986	0.325321836505458	0.776296542206634	0.411561348121954
1.37609999999986	0.325330678417153	0.776346201529695	0.411605232862705
1.37619999999986	0.325339519846313	0.77639585492258	0.411649116782601
1.37629999999986	0.325348360793017	0.776445502384656	0.411692999881621
1.37639999999986	0.325357201257343	0.77649514391529	0.411736882159745
1.37649999999986	0.325366041239368	0.776544779513849	0.411780763616951
1.37659999999986	0.325374880739169	0.7765944091797	0.411824644253219
1.37669999999986	0.325383719756826	0.77664403291221	0.411868524068528
1.37679999999986	0.325392558292414	0.776693650710745	0.411912403062857
1.37689999999986	0.325401396346013	0.776743262574672	0.411956281236185
1.37699999999986	0.325410233917699	0.776792868503359	0.412000158588492
1.37709999999986	0.32541907100755	0.776842468496172	0.412044035119757
1.37719999999986	0.325427907615644	0.776892062552479	0.412087910829958
1.37729999999986	0.325436743742059	0.776941650671647	0.412131785719074
1.37739999999986	0.325445579386871	0.776991232853044	0.412175659787085
1.37749999999986	0.325454414550159	0.777040809096036	0.412219533033969
1.37759999999986	0.325463249231999	0.77709037939999	0.412263405459706
1.37769999999986	0.32547208343247	0.777139943764276	0.412307277064273
1.37779999999986	0.32548091715165	0.777189502188259	0.412351147847651
1.37789999999986	0.325489750389614	0.777239054671308	0.412395017809817
1.37799999999986	0.325498583146441	0.77728860121279	0.41243888695075
1.37809999999986	0.325507415422209	0.777338141812073	0.412482755270429
1.37819999999986	0.325516247216994	0.777387676468524	0.412526622768834
1.37829999999986	0.325525078530875	0.777437205181512	0.412570489445941
1.37839999999986	0.325533909363927	0.777486727950404	0.412614355301731
1.37849999999986	0.32554273971623	0.777536244774568	0.41265822033618
1.37859999999986	0.325551569587859	0.777585755653373	0.412702084549269
1.37869999999986	0.325560398978893	0.777635260586185	0.412745947940975
1.37879999999986	0.325569227889408	0.777684759572374	0.412789810511278
1.37889999999986	0.325578056319483	0.777734252611307	0.412833672260154
1.37899999999986	0.325586884269193	0.777783739702352	0.412877533187583
1.37909999999986	0.325595711738617	0.777833220844879	0.412921393293543
1.37919999999986	0.325604538727831	0.777882696038255	0.412965252578012
1.37929999999986	0.325613365236913	0.777932165281848	0.413009111040969
1.37939999999986	0.32562219126594	0.777981628575027	0.413052968682391
1.37949999999986	0.325631016814989	0.778031085917161	0.413096825502258
1.37959999999986	0.325639841884137	0.778080537307618	0.413140681500546
1.37969999999986	0.325648666473461	0.778129982745767	0.413184536677235
1.37979999999986	0.325657490583039	0.778179422230976	0.413228391032302
1.37989999999986	0.325666314212947	0.778228855762614	0.413272244565725
1.37999999999986	0.325675137363262	0.77827828334005	0.413316097277482
1.38009999999986	0.325683960034062	0.778327704962653	0.413359949167551
1.38019999999986	0.325692782225423	0.778377120629792	0.413403800235911
1.38029999999986	0.325701603937423	0.778426530340835	0.413447650482539
1.38039999999986	0.325710425170138	0.778475934095152	0.413491499907413
1.38049999999986	0.325719245923645	0.778525331892112	0.41353534851051
1.38059999999986	0.325728066198021	0.778574723731084	0.413579196291809
1.38069999999986	0.325736885993344	0.778624109611436	0.413623043251287
1.38079999999986	0.32574570530969	0.77867348953254	0.413666889388922
1.38089999999986	0.325754524147136	0.778722863493763	0.413710734704692
1.38099999999986	0.325763342505758	0.778772231494475	0.413754579198574
1.38109999999986	0.325772160385634	0.778821593534046	0.413798422870546
1.38119999999986	0.32578097778684	0.778870949611845	0.413842265720586
1.38129999999986	0.325789794709454	0.778920299727242	0.41388610774867
1.38139999999986	0.325798611153551	0.778969643879606	0.413929948954777
1.38149999999986	0.325807427119209	0.779018982068307	0.413973789338884
1.38159999999986	0.325816242606505	0.779068314292716	0.414017628900968
1.38169999999986	0.325825057615514	0.7791176405522	0.414061467641007
1.38179999999986	0.325833872146314	0.779166960846131	0.414105305558978
1.38189999999986	0.325842686198982	0.779216275173879	0.414149142654858
1.38199999999986	0.325851499773594	0.779265583534813	0.414192978928626
1.38209999999986	0.325860312870226	0.779314885928303	0.414236814380257
1.38219999999986	0.325869125488956	0.77936418235372	0.414280649009729
1.38229999999986	0.32587793762986	0.779413472810434	0.414324482817019
1.38239999999986	0.325886749293014	0.779462757297815	0.414368315802105
1.38249999999986	0.325895560478496	0.779512035815233	0.414412147964964
1.38259999999986	0.32590437118638	0.779561308362059	0.414455979305572
1.38269999999986	0.325913181416745	0.779610574937663	0.414499809823907
1.38279999999986	0.325921991169667	0.779659835541415	0.414543639519945
1.38289999999986	0.325930800445221	0.779709090172687	0.414587468393664
1.38299999999986	0.325939609243485	0.779758338830848	0.41463129644504
1.38309999999986	0.325948417564535	0.77980758151527	0.414675123674051
1.38319999999986	0.325957225408447	0.779856818225323	0.414718950080673
1.38329999999986	0.325966032775298	0.779906048960378	0.414762775664883
1.38339999999986	0.325974839665164	0.779955273719805	0.414806600426658
1.38349999999986	0.325983646078122	0.780004492502977	0.414850424365975
1.38359999999986	0.325992452014247	0.780053705309263	0.414894247482809
1.38369999999986	0.326001257473617	0.780102912138034	0.414938069777139
1.38379999999986	0.326010062456306	0.780152112988662	0.41498189124894
1.38389999999986	0.326018866962393	0.780201307860519	0.41502571189819
1.38399999999986	0.326027670991952	0.780250496752974	0.415069531724864
1.38409999999986	0.326036474545061	0.7802996796654	0.415113350728939
1.38419999999986	0.326045277621795	0.780348856597168	0.415157168910392
1.38429999999986	0.32605408022223	0.780398027547649	0.415200986269199
1.38439999999986	0.326062882346443	0.780447192516214	0.415244802805337
1.38449999999986	0.32607168399451	0.780496351502236	0.415288618518782
1.38459999999986	0.326080485166508	0.780545504505086	0.415332433409511
1.38469999999986	0.326089285862511	0.780594651524135	0.415376247477499
1.38479999999986	0.326098086082597	0.780643792558755	0.415420060722723
1.38489999999986	0.326106885826841	0.780692927608318	0.415463873145159
1.38499999999986	0.326115685095319	0.780742056672196	0.415507684744783
1.38509999999986	0.326124483888108	0.780791179749761	0.415551495521572
1.38519999999986	0.326133282205283	0.780840296840384	0.415595305475502
1.38529999999986	0.326142080046921	0.780889407943438	0.415639114606548
1.38539999999986	0.326150877413097	0.780938513058295	0.415682922914688
1.38549999999986	0.326159674303888	0.780987612184326	0.415726730399896
1.38559999999986	0.326168470719369	0.781036705320905	0.415770537062149
1.38569999999986	0.326177266659617	0.781085792467403	0.415814342901423
1.38579999999986	0.326186062124706	0.781134873623193	0.415858147917694
1.38589999999986	0.326194857114714	0.781183948787648	0.415901952110937
1.38599999999986	0.326203651629716	0.781233017960139	0.415945755481129
1.38609999999986	0.326212445669787	0.781282081140039	0.415989558028246
1.38619999999986	0.326221239235005	0.781331138326721	0.416033359752262
1.38629999999986	0.326230032325443	0.781380189519557	0.416077160653154
1.38639999999986	0.326238824941179	0.781429234717921	0.416120960730898
1.38649999999986	0.326247617082288	0.781478273921184	0.416164759985469
1.38659999999986	0.326256408748846	0.781527307128721	0.416208558416843
1.38669999999986	0.326265199940928	0.781576334339903	0.416252356024995
1.38679999999986	0.326273990658611	0.781625355554104	0.416296152809901
