t;Call;
85.102000;4.343984;
85.202000;4.341989;
85.302000;4.340656;
85.402000;4.334335;
85.502000;4.334000;
85.602000;4.331009;
85.702000;4.326662;
85.802000;4.326326;
85.902000;4.324311;
86.002000;4.321954;
86.102000;4.321954;
86.202000;4.321619;
86.302000;4.318270;
86.402000;4.312215;
86.502000;4.311544;
86.602000;4.310193;
86.702000;4.304783;
86.802000;4.304107;
86.902000;4.302069;
87.002000;4.300369;
87.102000;4.299351;
87.202000;4.299014;
87.302000;4.295970;
87.402000;4.289859;
87.502000;4.288843;
87.602000;4.287821;
87.702000;4.282024;
87.802000;4.282024;
87.902000;4.280995;
88.002000;4.278240;
88.102000;4.277206;
88.202000;4.276182;
88.302000;4.273788;
88.402000;4.266597;
88.502000;4.266597;
88.602000;4.265565;
88.702000;4.259336;
88.802000;4.259336;
88.902000;4.258989;
89.002000;4.255861;
89.102000;4.254128;
89.202000;4.253782;
89.302000;4.251714;
89.402000;4.243733;
89.502000;4.243733;
89.602000;4.243383;
89.702000;4.237068;
89.802000;4.236010;
89.902000;4.236010;
90.002000;4.233530;
90.102000;4.231405;
90.202000;4.231053;
90.302000;4.228588;
90.402000;4.226472;
90.502000;4.220087;
90.602000;4.219369;
90.702000;4.217938;
90.802000;4.212910;
90.902000;4.212549;
91.002000;4.210023;
91.102000;4.208575;
91.202000;4.207849;
91.302000;4.205326;
91.402000;4.203875;
91.502000;4.196594;
91.602000;4.195491;
91.702000;4.194017;
91.802000;4.188439;
91.902000;4.188064;
92.002000;4.185812;
92.102000;4.184301;
92.202000;4.182789;
92.302000;4.180908;
92.402000;4.179773;
92.502000;4.171712;
92.602000;4.170935;
92.702000;4.170148;
92.802000;4.163341;
92.902000;4.162925;
93.002000;4.162096;
93.102000;4.159135;
93.202000;4.156453;
93.302000;4.155987;
93.402000;4.152722;
93.502000;4.142114;
93.602000;4.142114;
93.702000;4.140638;
93.802000;4.133253;
93.902000;4.131910;
94.002000;4.131415;
94.102000;4.127614;
94.202000;4.125139;
94.302000;4.124475;
94.402000;4.121988;
94.502000;4.114656;
94.602000;4.114656;
94.702000;4.113986;
94.802000;4.108295;
94.902000;4.107461;
95.002000;4.107461;
95.102000;4.104768;
95.202000;4.102743;
95.302000;4.102743;
95.402000;4.100061;
95.502000;4.092667;
95.602000;4.092667;
95.702000;4.091662;
95.802000;4.086259;
95.902000;4.085579;
96.002000;4.085241;
96.102000;4.082876;
96.202000;4.080167;
96.302000;4.080167;
96.402000;4.077465;
96.502000;4.076114;
96.602000;4.070008;
96.702000;4.069668;
96.802000;4.068303;
96.902000;4.063869;
97.002000;4.062837;
97.102000;4.061124;
97.202000;4.059752;
97.302000;4.057698;
97.402000;4.055311;
97.502000;4.054629;
97.602000;4.047772;
97.702000;4.047772;
97.802000;4.046741;
97.902000;4.040888;
98.002000;4.040538;
98.102000;4.039844;
98.202000;4.037764;
98.302000;4.035677;
98.402000;4.034983;
98.502000;4.031863;
98.602000;4.024573;
98.702000;4.024223;
98.802000;4.023523;
98.902000;4.017915;
99.002000;4.016857;
99.102000;4.016857;
99.202000;4.015090;
99.302000;4.012609;
99.402000;4.011902;
99.502000;4.009794;
99.602000;4.007325;
99.702000;4.000956;
99.802000;4.000247;
99.902000;3.998813;
100.002000;3.993786;
100.102000;3.993426;
100.202000;3.991622;
100.302000;3.990174;
100.402000;3.988723;
100.502000;3.985846;
100.602000;3.984764;
100.702000;3.977873;
100.802000;3.977139;
100.902000;3.976404;
101.002000;3.970475;
101.102000;3.969356;
101.202000;3.968982;
101.302000;3.967481;
101.402000;3.964466;
101.502000;3.964087;
101.602000;3.961077;
101.702000;3.959558;
101.802000;3.952620;
101.902000;3.952228;
102.002000;3.950657;
102.102000;3.944641;
102.202000;3.943804;
102.302000;3.943384;
102.402000;3.941247;
102.502000;3.938093;
102.602000;3.938093;
102.702000;3.932618;
102.802000;3.922336;
102.902000;3.922336;
103.002000;3.921838;
103.102000;3.917847;
103.202000;3.912334;
103.302000;3.912334;
103.402000;3.910010;
103.502000;3.908011;
103.602000;3.905178;
103.702000;3.905178;
103.802000;3.901877;
103.902000;3.894930;
104.002000;3.894930;
104.102000;3.894598;
104.202000;3.888953;
104.302000;3.888113;
104.402000;3.887780;
104.502000;3.886446;
104.602000;3.884440;
104.702000;3.883439;
104.802000;3.883108;
104.902000;3.880460;
105.002000;3.873484;
105.102000;3.873151;
105.202000;3.872158;
105.302000;3.871151;
105.402000;3.866104;
105.502000;3.865767;
105.602000;3.865430;
105.702000;3.863740;
105.802000;3.861041;
105.902000;3.861041;
106.002000;3.859034;
106.102000;3.856352;
106.202000;3.850649;
106.302000;3.850311;
106.402000;3.849637;
106.502000;3.844218;
106.602000;3.843543;
106.702000;3.843202;
106.802000;3.842176;
106.902000;3.839099;
107.002000;3.838761;
107.102000;3.836727;
107.202000;3.835367;
107.302000;3.828558;
107.402000;3.827878;
107.502000;3.827194;
107.602000;3.821353;
107.702000;3.821008;
107.802000;3.821008;
107.902000;3.819974;
108.002000;3.816514;
108.102000;3.816514;
108.202000;3.815826;
108.302000;3.813416;
108.402000;3.805820;
108.502000;3.805820;
108.602000;3.804438;
108.702000;3.799214;
108.802000;3.798510;
108.902000;3.797814;
109.002000;3.797112;
109.102000;3.795354;
109.202000;3.793247;
109.302000;3.793247;
109.402000;3.791150;
109.502000;3.790102;
109.602000;3.782729;
109.702000;3.781672;
109.802000;3.781318;
109.902000;3.775264;
110.002000;3.775264;
110.102000;3.774543;
110.202000;3.773830;
110.302000;3.771669;
110.402000;3.770227;
110.502000;3.769869;
110.602000;3.767359;
110.702000;3.766636;
110.802000;3.758284;
110.902000;3.758284;
111.002000;3.757549;
111.102000;3.751244;
111.202000;3.750870;
111.302000;3.750119;
111.402000;3.750119;
111.502000;3.747485;
111.602000;3.745593;
111.702000;3.745593;
111.802000;3.743717;
111.902000;3.742207;
112.002000;3.733323;
112.102000;3.733323;
112.202000;3.732529;
112.302000;3.728908;
112.402000;3.725207;
112.502000;3.725207;
112.602000;3.724353;
112.702000;3.723486;
112.802000;3.719380;
112.902000;3.719380;
113.002000;3.719380;
113.102000;3.715217;
113.202000;3.713135;
113.302000;3.702372;
113.402000;3.701851;
113.502000;3.701327;
113.602000;3.692900;
113.702000;3.691854;
113.802000;3.691854;
113.902000;3.690802;
114.002000;3.688373;
114.102000;3.685214;
114.202000;3.685214;
114.302000;3.685214;
114.402000;3.682313;
114.502000;3.681341;
114.602000;3.674542;
114.702000;3.673894;
114.802000;3.673894;
114.902000;3.668462;
115.002000;3.668141;
115.102000;3.667487;
115.202000;3.666832;
115.302000;3.665520;
115.402000;3.663554;
115.502000;3.663229;
115.602000;3.663229;
115.702000;3.660947;
115.802000;3.658984;
115.902000;3.652762;
116.002000;3.652762;
116.102000;3.651447;
116.202000;3.646528;
116.302000;3.646528;
116.402000;3.645867;
116.502000;3.645535;
116.602000;3.644206;
116.702000;3.641544;
116.802000;3.641216;
116.902000;3.640886;
117.002000;3.638915;
117.102000;3.637268;
117.202000;3.630646;
117.302000;3.630646;
117.402000;3.630646;
117.502000;3.624622;
117.602000;3.624622;
117.702000;3.624622;
117.802000;3.623618;
117.902000;3.623281;
118.002000;3.619909;
118.102000;3.619909;
118.202000;3.619579;
118.302000;3.618584;
118.402000;3.616593;
118.502000;3.615264;
118.602000;3.608583;
118.702000;3.608583;
118.802000;3.608241;
118.902000;3.603170;
119.002000;3.602493;
119.102000;3.602493;
119.202000;3.601470;
119.302000;3.601130;
119.402000;3.597714;
119.502000;3.597714;
119.602000;3.597714;
119.702000;3.597039;
119.802000;3.595354;
119.902000;3.593317;
120.002000;3.586172;
120.102000;3.586172;
120.202000;3.585823;
120.302000;3.585137;
120.402000;3.580677;
120.502000;3.579986;
120.602000;3.579298;
120.702000;3.578603;
120.802000;3.575115;
120.902000;3.575115;
121.002000;3.575115;
121.102000;3.574421;
121.202000;3.572337;
121.302000;3.570243;
121.402000;3.563954;
121.502000;3.563249;
121.602000;3.562901;
121.702000;3.557233;
121.802000;3.557233;
121.902000;3.556521;
122.002000;3.555802;
122.102000;3.555442;
122.202000;3.551838;
122.302000;3.551838;
122.402000;3.551124;
122.502000;3.548979;
122.602000;3.547902;
122.702000;3.539951;
122.802000;3.539951;
122.902000;3.539213;
123.002000;3.538472;
123.102000;3.533237;
123.202000;3.532861;
123.302000;3.532111;
123.402000;3.531358;
123.502000;3.527183;
123.602000;3.527183;
123.702000;3.526422;
123.802000;3.524523;
123.902000;3.523000;
124.002000;3.514829;
124.102000;3.514829;
124.202000;3.514829;
124.302000;3.513621;
124.402000;3.507448;
124.502000;3.507448;
124.602000;3.507020;
124.702000;3.505722;
124.802000;3.504402;
124.902000;3.500650;
125.002000;3.499587;
125.102000;3.496392;
125.202000;3.494255;
125.302000;3.483236;
125.402000;3.483236;
125.502000;3.483236;
125.602000;3.482164;
125.702000;3.473566;
125.802000;3.473566;
125.902000;3.472704;
126.002000;3.471306;
126.102000;3.469689;
126.202000;3.465912;
126.302000;3.463975;
126.402000;3.463329;
126.502000;3.455263;
126.602000;3.455263;
126.702000;3.455263;
126.802000;3.455263;
126.902000;3.449537;
127.002000;3.448886;
